split,target,reference,metric,mean_diff,ci95,target_better_seeds,seeds
object_affordance_ambiguity,physical_intent_disambiguation,body_normalized_knn,param_error,-0.43121,0.09750,7,7
object_affordance_ambiguity,physical_intent_disambiguation,body_normalized_knn,calibration_error,-0.06605,0.02937,6,7
object_affordance_ambiguity,physical_intent_disambiguation,body_normalized_knn,morphology_leakage,0.02041,0.04251,2,7
object_affordance_ambiguity,physical_intent_disambiguation,object_affordance_classifier,intent_accuracy,0.20408,0.04055,7,7
object_affordance_ambiguity,physical_intent_disambiguation,object_affordance_classifier,action_success,0.28911,0.04372,7,7
object_affordance_ambiguity,physical_intent_disambiguation,object_affordance_classifier,param_error,-0.26908,0.03355,7,7
object_affordance_ambiguity,physical_intent_disambiguation,object_affordance_classifier,calibration_error,-0.15096,0.01388,7,7
object_affordance_ambiguity,physical_intent_disambiguation,object_affordance_classifier,morphology_leakage,0.01020,0.03652,2,7
object_affordance_ambiguity,physical_intent_disambiguation,style_invariant_logistic,intent_accuracy,0.05442,0.01963,7,7
object_affordance_ambiguity,physical_intent_disambiguation,style_invariant_logistic,action_success,0.04422,0.02373,6,7
object_affordance_ambiguity,physical_intent_disambiguation,style_invariant_logistic,param_error,-0.07948,0.02194,7,7
object_affordance_ambiguity,physical_intent_disambiguation,style_invariant_logistic,calibration_error,-0.01146,0.02292,5,7
object_affordance_ambiguity,physical_intent_disambiguation,style_invariant_logistic,morphology_leakage,0.02721,0.04489,2,7
seen_morphology_clean,physical_intent_disambiguation,body_normalized_knn,intent_accuracy,0.14286,0.01440,7,7
seen_morphology_clean,physical_intent_disambiguation,body_normalized_knn,action_success,0.26190,0.03377,7,7
seen_morphology_clean,physical_intent_disambiguation,body_normalized_knn,param_error,-0.43289,0.06763,7,7
seen_morphology_clean,physical_intent_disambiguation,body_normalized_knn,calibration_error,-0.10346,0.02855,7,7
seen_morphology_clean,physical_intent_disambiguation,body_normalized_knn,morphology_leakage,0.00340,0.04372,2,7
seen_morphology_clean,physical_intent_disambiguation,object_affordance_classifier,intent_accuracy,0.14966,0.04405,7,7
seen_morphology_clean,physical_intent_disambiguation,object_affordance_classifier,action_success,0.23129,0.07532,7,7
seen_morphology_clean,physical_intent_disambiguation,object_affordance_classifier,param_error,-0.17791,0.01713,7,7
seen_morphology_clean,physical_intent_disambiguation,object_affordance_classifier,calibration_error,-0.05240,0.01988,6,7
seen_morphology_clean,physical_intent_disambiguation,object_affordance_classifier,morphology_leakage,0.03742,0.04303,2,7
seen_morphology_clean,physical_intent_disambiguation,style_invariant_logistic,intent_accuracy,0.09524,0.03944,7,7
seen_morphology_clean,physical_intent_disambiguation,style_invariant_logistic,action_success,0.09184,0.03590,7,7
seen_morphology_clean,physical_intent_disambiguation,style_invariant_logistic,param_error,-0.07792,0.04051,6,7
seen_morphology_clean,physical_intent_disambiguation,style_invariant_logistic,calibration_error,-0.05047,0.01801,7,7
seen_morphology_clean,physical_intent_disambiguation,style_invariant_logistic,morphology_leakage,-0.00340,0.03732,3,7
style_shift_same_intent,physical_intent_disambiguation,body_normalized_knn,intent_accuracy,0.41837,0.05077,7,7
style_shift_same_intent,physical_intent_disambiguation,body_normalized_knn,action_success,0.51361,0.04303,7,7
style_shift_same_intent,physical_intent_disambiguation,body_normalized_knn,param_error,-0.76615,0.04663,7,7
style_shift_same_intent,physical_intent_disambiguation,body_normalized_knn,calibration_error,-0.24066,0.03161,7,7
style_shift_same_intent,physical_intent_disambiguation,body_normalized_knn,morphology_leakage,-0.01020,0.05565,4,7
style_shift_same_intent,physical_intent_disambiguation,object_affordance_classifier,intent_accuracy,0.08163,0.02855,7,7
style_shift_same_intent,physical_intent_disambiguation,object_affordance_classifier,action_success,0.18367,0.03631,7,7
style_shift_same_intent,physical_intent_disambiguation,object_affordance_classifier,param_error,-0.17349,0.02711,7,7
style_shift_same_intent,physical_intent_disambiguation,object_affordance_classifier,calibration_error,-0.04326,0.00696,7,7
style_shift_same_intent,physical_intent_disambiguation,object_affordance_classifier,morphology_leakage,0.03401,0.02855,1,7
style_shift_same_intent,physical_intent_disambiguation,style_invariant_logistic,intent_accuracy,0.29932,0.05837,7,7
style_shift_same_intent,physical_intent_disambiguation,style_invariant_logistic,action_success,0.29932,0.05837,7,7
style_shift_same_intent,physical_intent_disambiguation,style_invariant_logistic,param_error,-0.20562,0.07239,7,7
style_shift_same_intent,physical_intent_disambiguation,style_invariant_logistic,calibration_error,-0.20276,0.04501,7,7
style_shift_same_intent,physical_intent_disambiguation,style_invariant_logistic,morphology_leakage,-0.02041,0.05799,4,7
