split,method,seed,episodes,intent_accuracy,action_success,param_error,calibration_error,abstain_rate,morphology_leakage
combined_hard_shift,style_invariant_logistic,0,42,0.57143,0.57143,0.44046,0.42621,0.00000,0.66667
combined_hard_shift,style_invariant_logistic,1,42,0.38095,0.38095,0.62310,0.57203,0.00000,0.76190
combined_hard_shift,style_invariant_logistic,2,42,0.42857,0.42857,0.54248,0.52675,0.00000,0.35714
combined_hard_shift,style_invariant_logistic,3,42,0.52381,0.52381,0.41489,0.51510,0.00000,0.59524
combined_hard_shift,style_invariant_logistic,4,42,0.45238,0.45238,0.44838,0.52157,0.00000,0.71429
combined_hard_shift,style_invariant_logistic,5,42,0.59524,0.59524,0.27712,0.42639,0.00000,0.64286
combined_hard_shift,style_invariant_logistic,6,42,0.45238,0.45238,0.53428,0.52860,0.00000,0.57143
combined_hard_shift,physical_intent_disambiguation,0,42,0.80952,0.80952,0.18483,0.28688,0.00000,0.52381
combined_hard_shift,physical_intent_disambiguation,1,42,0.83333,0.80952,0.18981,0.25806,0.00000,0.71429
combined_hard_shift,physical_intent_disambiguation,2,42,0.78571,0.76190,0.21415,0.27852,0.02381,0.45238
combined_hard_shift,physical_intent_disambiguation,3,42,0.83333,0.83333,0.13593,0.27771,0.00000,0.59524
combined_hard_shift,physical_intent_disambiguation,4,42,0.73810,0.73810,0.16676,0.28627,0.04762,0.71429
combined_hard_shift,physical_intent_disambiguation,5,42,0.76190,0.73810,0.10553,0.28765,0.00000,0.59524
combined_hard_shift,physical_intent_disambiguation,6,42,0.80952,0.76190,0.20071,0.27326,0.00000,0.45238
combined_hard_shift,oracle_intent_upper_bound,0,42,1.00000,1.00000,0.02115,0.01500,0.00000,
combined_hard_shift,oracle_intent_upper_bound,1,42,1.00000,1.00000,0.01993,0.01500,0.00000,
combined_hard_shift,oracle_intent_upper_bound,2,42,1.00000,1.00000,0.02156,0.01500,0.00000,
combined_hard_shift,oracle_intent_upper_bound,3,42,1.00000,1.00000,0.01962,0.01500,0.00000,
combined_hard_shift,oracle_intent_upper_bound,4,42,1.00000,1.00000,0.02011,0.01500,0.00000,
combined_hard_shift,oracle_intent_upper_bound,5,42,1.00000,1.00000,0.02372,0.01500,0.00000,
combined_hard_shift,oracle_intent_upper_bound,6,42,1.00000,1.00000,0.02015,0.01500,0.00000,
morphology_shift,raw_trajectory_knn,0,42,0.21429,0.21429,0.96551,0.43956,0.00000,0.85714
morphology_shift,raw_trajectory_knn,1,42,0.47619,0.35714,0.78519,0.45245,0.00000,0.83333
morphology_shift,raw_trajectory_knn,2,42,0.40476,0.40476,0.88129,0.47906,0.00000,0.76190
morphology_shift,raw_trajectory_knn,3,42,0.33333,0.28571,0.89582,0.44779,0.00000,0.78571
morphology_shift,raw_trajectory_knn,4,42,0.33333,0.16667,1.00542,0.48374,0.00000,0.78571
morphology_shift,raw_trajectory_knn,5,42,0.52381,0.42857,0.75562,0.42974,0.00000,0.83333
morphology_shift,raw_trajectory_knn,6,42,0.35714,0.30952,0.97172,0.43913,0.00000,0.83333
morphology_shift,body_normalized_knn,0,42,0.59524,0.57143,0.62554,0.36267,0.00000,0.85714
morphology_shift,body_normalized_knn,1,42,0.64286,0.59524,0.51224,0.33221,0.00000,0.83333
morphology_shift,body_normalized_knn,2,42,0.59524,0.47619,0.76277,0.34150,0.00000,0.47619
morphology_shift,body_normalized_knn,3,42,0.69048,0.54762,0.64944,0.37181,0.00000,0.59524
morphology_shift,body_normalized_knn,4,42,0.59524,0.54762,0.55963,0.34946,0.00000,0.80952
morphology_shift,body_normalized_knn,5,42,0.71429,0.64286,0.45127,0.32670,0.00000,0.69048
morphology_shift,body_normalized_knn,6,42,0.76190,0.69048,0.55638,0.29572,0.00000,0.66667
morphology_shift,velocity_contact_classifier,0,42,0.52381,0.26190,0.86041,0.45750,0.00000,0.76190
morphology_shift,velocity_contact_classifier,1,42,0.57143,0.28571,0.78386,0.43122,0.00000,0.76190
morphology_shift,velocity_contact_classifier,2,42,0.52381,0.30952,0.79977,0.47234,0.00000,0.71429
morphology_shift,velocity_contact_classifier,3,42,0.45238,0.26190,0.93072,0.49798,0.00000,0.78571
morphology_shift,velocity_contact_classifier,4,42,0.66667,0.35714,0.72004,0.39181,0.00000,0.80952
morphology_shift,velocity_contact_classifier,5,42,0.59524,0.33333,0.82258,0.41775,0.00000,0.78571
morphology_shift,velocity_contact_classifier,6,42,0.66667,0.35714,0.75330,0.37366,0.00000,0.83333
morphology_shift,object_affordance_classifier,0,42,0.83333,0.78571,0.21847,0.19284,0.00000,0.42857
morphology_shift,object_affordance_classifier,1,42,0.83333,0.76190,0.21402,0.19461,0.00000,0.59524
morphology_shift,object_affordance_classifier,2,42,0.73810,0.64286,0.21745,0.25304,0.00000,0.47619
morphology_shift,object_affordance_classifier,3,42,0.78571,0.73810,0.18379,0.22130,0.00000,0.54762
morphology_shift,object_affordance_classifier,4,42,0.85714,0.76190,0.20172,0.18140,0.00000,0.50000
morphology_shift,object_affordance_classifier,5,42,0.80952,0.71429,0.21707,0.20564,0.00000,0.45238
morphology_shift,object_affordance_classifier,6,42,0.85714,0.80952,0.18636,0.18041,0.00000,0.47619
morphology_shift,style_invariant_logistic,0,42,0.83333,0.83333,0.18700,0.23851,0.00000,0.78571
morphology_shift,style_invariant_logistic,1,42,0.69048,0.69048,0.27398,0.27860,0.00000,0.80952
morphology_shift,style_invariant_logistic,2,42,0.64286,0.64286,0.28509,0.36950,0.00000,0.47619
morphology_shift,style_invariant_logistic,3,42,0.83333,0.83333,0.15662,0.19286,0.00000,0.61905
morphology_shift,style_invariant_logistic,4,42,0.76190,0.76190,0.14249,0.28525,0.00000,0.76190
morphology_shift,style_invariant_logistic,5,42,0.78571,0.78571,0.15141,0.25161,0.00000,0.69048
morphology_shift,style_invariant_logistic,6,42,0.88095,0.88095,0.14016,0.23645,0.00000,0.66667
morphology_shift,physical_intent_disambiguation,0,42,1.00000,1.00000,0.03608,0.14105,0.00000,0.54762
morphology_shift,physical_intent_disambiguation,1,42,0.97619,0.97619,0.02832,0.16093,0.00000,0.76190
morphology_shift,physical_intent_disambiguation,2,42,0.88095,0.85714,0.04166,0.21435,0.04762,0.47619
morphology_shift,physical_intent_disambiguation,3,42,0.97619,0.97619,0.03356,0.16238,0.00000,0.54762
morphology_shift,physical_intent_disambiguation,4,42,0.95238,0.95238,0.02747,0.15479,0.00000,0.59524
morphology_shift,physical_intent_disambiguation,5,42,1.00000,1.00000,0.02434,0.13754,0.00000,0.61905
morphology_shift,physical_intent_disambiguation,6,42,0.97619,0.97619,0.03272,0.13982,0.00000,0.54762
morphology_shift,oracle_intent_upper_bound,0,42,1.00000,1.00000,0.02134,0.01500,0.00000,
morphology_shift,oracle_intent_upper_bound,1,42,1.00000,1.00000,0.02292,0.01500,0.00000,
morphology_shift,oracle_intent_upper_bound,2,42,1.00000,1.00000,0.02084,0.01500,0.00000,
morphology_shift,oracle_intent_upper_bound,3,42,1.00000,1.00000,0.02384,0.01500,0.00000,
morphology_shift,oracle_intent_upper_bound,4,42,1.00000,1.00000,0.02217,0.01500,0.00000,
morphology_shift,oracle_intent_upper_bound,5,42,1.00000,1.00000,0.01879,0.01500,0.00000,
morphology_shift,oracle_intent_upper_bound,6,42,1.00000,1.00000,0.02457,0.01500,0.00000,
object_affordance_ambiguity,raw_trajectory_knn,0,42,0.54762,0.50000,0.80191,0.39652,0.00000,0.83333
object_affordance_ambiguity,raw_trajectory_knn,1,42,0.59524,0.47619,0.71451,0.39344,0.00000,0.90476
object_affordance_ambiguity,raw_trajectory_knn,2,42,0.66667,0.47619,0.71505,0.43327,0.00000,0.85714
object_affordance_ambiguity,raw_trajectory_knn,3,42,0.76190,0.73810,0.43722,0.33523,0.00000,0.85714
object_affordance_ambiguity,raw_trajectory_knn,4,42,0.66667,0.54762,0.60576,0.39466,0.00000,0.78571
object_affordance_ambiguity,raw_trajectory_knn,5,42,0.54762,0.50000,0.82853,0.41081,0.00000,0.88095
object_affordance_ambiguity,raw_trajectory_knn,6,42,0.59524,0.59524,0.50979,0.36787,0.00000,0.78571
object_affordance_ambiguity,body_normalized_knn,0,42,0.83333,0.71429,0.54450,0.27614,0.00000,0.45238
object_affordance_ambiguity,body_normalized_knn,1,42,0.85714,0.80952,0.34668,0.28694,0.00000,0.50000
object_affordance_ambiguity,body_normalized_knn,2,42,0.80952,0.73810,0.47633,0.20033,0.00000,0.61905
object_affordance_ambiguity,body_normalized_knn,3,42,0.90476,0.76190,0.46596,0.20541,0.00000,0.47619
object_affordance_ambiguity,body_normalized_knn,4,42,0.85714,0.80952,0.34318,0.28386,0.00000,0.52381
object_affordance_ambiguity,body_normalized_knn,5,42,0.80952,0.64286,0.65458,0.25091,0.00000,0.54762
object_affordance_ambiguity,body_normalized_knn,6,42,0.61905,0.57143,0.66849,0.32195,0.00000,0.45238
object_affordance_ambiguity,velocity_contact_classifier,0,42,0.71429,0.26190,0.96076,0.33348,0.00000,0.61905
object_affordance_ambiguity,velocity_contact_classifier,1,42,0.85714,0.42857,0.70675,0.24373,0.00000,0.78571
object_affordance_ambiguity,velocity_contact_classifier,2,42,0.76190,0.38095,0.80744,0.29800,0.00000,0.76190
object_affordance_ambiguity,velocity_contact_classifier,3,42,0.76190,0.38095,0.69473,0.29413,0.00000,0.71429
object_affordance_ambiguity,velocity_contact_classifier,4,42,0.80952,0.35714,0.75281,0.27609,0.00000,0.61905
object_affordance_ambiguity,velocity_contact_classifier,5,42,0.61905,0.28571,0.85412,0.37948,0.00000,0.78571
object_affordance_ambiguity,velocity_contact_classifier,6,42,0.59524,0.26190,0.82536,0.39450,0.00000,0.71429
object_affordance_ambiguity,object_affordance_classifier,0,42,0.78571,0.64286,0.39143,0.31444,0.00000,0.38095
object_affordance_ambiguity,object_affordance_classifier,1,42,0.69048,0.59524,0.32184,0.36296,0.00000,0.47619
object_affordance_ambiguity,object_affordance_classifier,2,42,0.64286,0.57143,0.34941,0.39283,0.00000,0.59524
object_affordance_ambiguity,object_affordance_classifier,3,42,0.78571,0.66667,0.34215,0.30723,0.00000,0.59524
object_affordance_ambiguity,object_affordance_classifier,4,42,0.71429,0.59524,0.38539,0.35898,0.00000,0.54762
object_affordance_ambiguity,object_affordance_classifier,5,42,0.76190,0.69048,0.29923,0.32371,0.00000,0.57143
object_affordance_ambiguity,object_affordance_classifier,6,42,0.69048,0.64286,0.27532,0.35981,0.00000,0.47619
object_affordance_ambiguity,style_invariant_logistic,0,42,0.90476,0.90476,0.12655,0.22705,0.00000,0.47619
object_affordance_ambiguity,style_invariant_logistic,1,42,0.88095,0.88095,0.16014,0.21646,0.00000,0.47619
object_affordance_ambiguity,style_invariant_logistic,2,42,0.88095,0.88095,0.12811,0.17147,0.00000,0.54762
object_affordance_ambiguity,style_invariant_logistic,3,42,0.95238,0.95238,0.09153,0.17457,0.00000,0.47619
object_affordance_ambiguity,style_invariant_logistic,4,42,0.88095,0.88095,0.17435,0.18898,0.00000,0.54762
object_affordance_ambiguity,style_invariant_logistic,5,42,0.80952,0.80952,0.17263,0.23525,0.00000,0.54762
object_affordance_ambiguity,style_invariant_logistic,6,42,0.80952,0.80952,0.18429,0.22968,0.00000,0.45238
object_affordance_ambiguity,physical_intent_disambiguation,0,42,0.92857,0.92857,0.05538,0.18840,0.02381,0.47619
object_affordance_ambiguity,physical_intent_disambiguation,1,42,0.95238,0.95238,0.05707,0.19464,0.02381,0.50000
object_affordance_ambiguity,physical_intent_disambiguation,2,42,0.92857,0.92857,0.08447,0.21283,0.00000,0.61905
object_affordance_ambiguity,physical_intent_disambiguation,3,42,0.97619,0.97619,0.05250,0.15507,0.00000,0.61905
object_affordance_ambiguity,physical_intent_disambiguation,4,42,0.92857,0.88095,0.08358,0.20758,0.04762,0.54762
object_affordance_ambiguity,physical_intent_disambiguation,5,42,0.90476,0.90476,0.08157,0.19026,0.00000,0.52381
object_affordance_ambiguity,physical_intent_disambiguation,6,42,0.88095,0.85714,0.06665,0.21443,0.02381,0.42857
object_affordance_ambiguity,oracle_intent_upper_bound,0,42,1.00000,1.00000,0.02253,0.01500,0.00000,
object_affordance_ambiguity,oracle_intent_upper_bound,1,42,1.00000,1.00000,0.02274,0.01500,0.00000,
object_affordance_ambiguity,oracle_intent_upper_bound,2,42,1.00000,1.00000,0.02190,0.01500,0.00000,
object_affordance_ambiguity,oracle_intent_upper_bound,3,42,1.00000,1.00000,0.02402,0.01500,0.00000,
object_affordance_ambiguity,oracle_intent_upper_bound,4,42,1.00000,1.00000,0.02271,0.01500,0.00000,
object_affordance_ambiguity,oracle_intent_upper_bound,5,42,1.00000,1.00000,0.02283,0.01500,0.00000,
object_affordance_ambiguity,oracle_intent_upper_bound,6,42,1.00000,1.00000,0.02105,0.01500,0.00000,
seen_morphology_clean,raw_trajectory_knn,0,42,0.69048,0.61905,0.57862,0.42698,0.00000,0.83333
seen_morphology_clean,raw_trajectory_knn,1,42,0.69048,0.66667,0.49787,0.37711,0.00000,0.73810
seen_morphology_clean,raw_trajectory_knn,2,42,0.73810,0.66667,0.46836,0.37889,0.00000,0.85714
seen_morphology_clean,raw_trajectory_knn,3,42,0.73810,0.69048,0.50205,0.37129,0.00000,0.85714
seen_morphology_clean,raw_trajectory_knn,4,42,0.59524,0.54762,0.51159,0.40223,0.00000,0.80952
seen_morphology_clean,raw_trajectory_knn,5,42,0.66667,0.54762,0.54819,0.39622,0.00000,0.76190
seen_morphology_clean,raw_trajectory_knn,6,42,0.69048,0.59524,0.49065,0.40465,0.00000,0.92857
seen_morphology_clean,body_normalized_knn,0,42,0.85714,0.76190,0.35418,0.23680,0.00000,0.38095
seen_morphology_clean,body_normalized_knn,1,42,0.85714,0.66667,0.51713,0.30093,0.00000,0.47619
seen_morphology_clean,body_normalized_knn,2,42,0.78571,0.76190,0.34664,0.24967,0.00000,0.40476
seen_morphology_clean,body_normalized_knn,3,42,0.88095,0.76190,0.43463,0.23604,0.00000,0.47619
seen_morphology_clean,body_normalized_knn,4,42,0.85714,0.69048,0.45539,0.20615,0.00000,0.52381
seen_morphology_clean,body_normalized_knn,5,42,0.73810,0.64286,0.60377,0.27196,0.00000,0.64286
seen_morphology_clean,body_normalized_knn,6,42,0.85714,0.69048,0.50442,0.21825,0.00000,0.50000
seen_morphology_clean,velocity_contact_classifier,0,42,0.78571,0.40476,0.70230,0.28434,0.00000,0.80952
seen_morphology_clean,velocity_contact_classifier,1,42,0.80952,0.50000,0.63191,0.27741,0.00000,0.59524
seen_morphology_clean,velocity_contact_classifier,2,42,0.76190,0.33333,0.87313,0.31000,0.00000,0.78571
seen_morphology_clean,velocity_contact_classifier,3,42,0.66667,0.40476,0.68567,0.34887,0.00000,0.85714
seen_morphology_clean,velocity_contact_classifier,4,42,0.83333,0.45238,0.64025,0.26712,0.00000,0.66667
seen_morphology_clean,velocity_contact_classifier,5,42,0.54762,0.38095,0.75618,0.42572,0.00000,0.69048
seen_morphology_clean,velocity_contact_classifier,6,42,0.76190,0.40476,0.68916,0.31801,0.00000,0.92857
seen_morphology_clean,object_affordance_classifier,0,42,0.83333,0.73810,0.21387,0.19182,0.00000,0.38095
seen_morphology_clean,object_affordance_classifier,1,42,0.88095,0.85714,0.18218,0.16328,0.00000,0.40476
seen_morphology_clean,object_affordance_classifier,2,42,0.76190,0.57143,0.25009,0.23527,0.00000,0.47619
seen_morphology_clean,object_affordance_classifier,3,42,0.85714,0.80952,0.18352,0.17672,0.00000,0.57143
seen_morphology_clean,object_affordance_classifier,4,42,0.76190,0.64286,0.20709,0.22616,0.00000,0.42857
seen_morphology_clean,object_affordance_classifier,5,42,0.85714,0.80952,0.20664,0.17538,0.00000,0.42857
seen_morphology_clean,object_affordance_classifier,6,42,0.83333,0.76190,0.18792,0.19376,0.00000,0.47619
seen_morphology_clean,style_invariant_logistic,0,42,0.97619,0.97619,0.07121,0.17853,0.00000,0.38095
seen_morphology_clean,style_invariant_logistic,1,42,0.97619,0.97619,0.03004,0.13609,0.00000,0.47619
seen_morphology_clean,style_invariant_logistic,2,42,0.83333,0.83333,0.11631,0.19983,0.00000,0.45238
seen_morphology_clean,style_invariant_logistic,3,42,0.88095,0.88095,0.13980,0.19824,0.00000,0.47619
seen_morphology_clean,style_invariant_logistic,4,42,0.83333,0.83333,0.19782,0.17532,0.00000,0.52381
seen_morphology_clean,style_invariant_logistic,5,42,0.80952,0.80952,0.09953,0.25872,0.00000,0.61905
seen_morphology_clean,style_invariant_logistic,6,42,0.85714,0.85714,0.07668,0.20215,0.00000,0.52381
seen_morphology_clean,physical_intent_disambiguation,0,42,1.00000,1.00000,0.02497,0.13175,0.00000,0.35714
seen_morphology_clean,physical_intent_disambiguation,1,42,1.00000,1.00000,0.03004,0.11910,0.00000,0.47619
seen_morphology_clean,physical_intent_disambiguation,2,42,0.95238,0.95238,0.02850,0.16563,0.00000,0.45238
seen_morphology_clean,physical_intent_disambiguation,3,42,1.00000,1.00000,0.02348,0.12048,0.00000,0.57143
seen_morphology_clean,physical_intent_disambiguation,4,42,1.00000,0.97619,0.02704,0.14098,0.02381,0.52381
seen_morphology_clean,physical_intent_disambiguation,5,42,0.90476,0.90476,0.02813,0.17596,0.00000,0.54762
seen_morphology_clean,physical_intent_disambiguation,6,42,0.97619,0.97619,0.02377,0.14169,0.00000,0.50000
seen_morphology_clean,oracle_intent_upper_bound,0,42,1.00000,1.00000,0.02122,0.01500,0.00000,
seen_morphology_clean,oracle_intent_upper_bound,1,42,1.00000,1.00000,0.02389,0.01500,0.00000,
seen_morphology_clean,oracle_intent_upper_bound,2,42,1.00000,1.00000,0.01991,0.01500,0.00000,
seen_morphology_clean,oracle_intent_upper_bound,3,42,1.00000,1.00000,0.02152,0.01500,0.00000,
seen_morphology_clean,oracle_intent_upper_bound,4,42,1.00000,1.00000,0.02045,0.01500,0.00000,
seen_morphology_clean,oracle_intent_upper_bound,5,42,1.00000,1.00000,0.02116,0.01500,0.00000,
seen_morphology_clean,oracle_intent_upper_bound,6,42,1.00000,1.00000,0.01997,0.01500,0.00000,
style_shift_same_intent,raw_trajectory_knn,0,42,0.52381,0.42857,0.77344,0.46043,0.00000,0.71429
style_shift_same_intent,raw_trajectory_knn,1,42,0.50000,0.38095,0.67383,0.43749,0.00000,0.83333
style_shift_same_intent,raw_trajectory_knn,2,42,0.61905,0.57143,0.68127,0.42316,0.00000,0.83333
style_shift_same_intent,raw_trajectory_knn,3,42,0.42857,0.33333,0.76361,0.44204,0.00000,0.76190
style_shift_same_intent,raw_trajectory_knn,4,42,0.57143,0.42857,0.81018,0.45828,0.00000,0.76190
style_shift_same_intent,raw_trajectory_knn,5,42,0.59524,0.40476,0.78770,0.45477,0.00000,0.83333
style_shift_same_intent,raw_trajectory_knn,6,42,0.47619,0.40476,0.89699,0.42116,0.00000,0.69048
style_shift_same_intent,body_normalized_knn,0,42,0.45238,0.38095,0.87559,0.44324,0.00000,0.69048
style_shift_same_intent,body_normalized_knn,1,42,0.59524,0.45238,0.71547,0.37707,0.00000,0.45238
style_shift_same_intent,body_normalized_knn,2,42,0.47619,0.35714,0.86966,0.39361,0.00000,0.52381
style_shift_same_intent,body_normalized_knn,3,42,0.47619,0.42857,0.90392,0.47309,0.00000,0.45238
style_shift_same_intent,body_normalized_knn,4,42,0.52381,0.40476,0.82987,0.42307,0.00000,0.57143
style_shift_same_intent,body_normalized_knn,5,42,0.47619,0.40476,0.80941,0.41320,0.00000,0.47619
style_shift_same_intent,body_normalized_knn,6,42,0.54762,0.45238,0.77892,0.44211,0.00000,0.57143
style_shift_same_intent,velocity_contact_classifier,0,42,0.66667,0.40476,0.77548,0.38601,0.00000,0.57143
style_shift_same_intent,velocity_contact_classifier,1,42,0.76190,0.42857,0.59848,0.33684,0.00000,0.52381
style_shift_same_intent,velocity_contact_classifier,2,42,0.57143,0.30952,0.69220,0.44231,0.00000,0.80952
style_shift_same_intent,velocity_contact_classifier,3,42,0.64286,0.23810,0.76875,0.41036,0.00000,0.57143
style_shift_same_intent,velocity_contact_classifier,4,42,0.54762,0.30952,0.82057,0.45084,0.00000,0.61905
style_shift_same_intent,velocity_contact_classifier,5,42,0.57143,0.28571,0.73711,0.44162,0.00000,0.61905
style_shift_same_intent,velocity_contact_classifier,6,42,0.45238,0.28571,0.86762,0.51831,0.00000,0.57143
style_shift_same_intent,object_affordance_classifier,0,42,0.90476,0.78571,0.22675,0.19542,0.00000,0.52381
style_shift_same_intent,object_affordance_classifier,1,42,0.80952,0.73810,0.22258,0.23870,0.00000,0.45238
style_shift_same_intent,object_affordance_classifier,2,42,0.83333,0.76190,0.21467,0.22972,0.00000,0.42857
style_shift_same_intent,object_affordance_classifier,3,42,0.85714,0.69048,0.27232,0.22123,0.00000,0.52381
style_shift_same_intent,object_affordance_classifier,4,42,0.78571,0.71429,0.21287,0.25073,0.00000,0.47619
style_shift_same_intent,object_affordance_classifier,5,42,0.80952,0.66667,0.29504,0.24329,0.00000,0.47619
style_shift_same_intent,object_affordance_classifier,6,42,0.90476,0.83333,0.18998,0.20450,0.00000,0.54762
style_shift_same_intent,style_invariant_logistic,0,42,0.69048,0.69048,0.16099,0.33886,0.00000,0.73810
style_shift_same_intent,style_invariant_logistic,1,42,0.69048,0.69048,0.17606,0.33086,0.00000,0.47619
style_shift_same_intent,style_invariant_logistic,2,42,0.59524,0.59524,0.27644,0.39496,0.00000,0.52381
style_shift_same_intent,style_invariant_logistic,3,42,0.69048,0.69048,0.25988,0.35455,0.00000,0.45238
style_shift_same_intent,style_invariant_logistic,4,42,0.61905,0.61905,0.22536,0.37972,0.00000,0.50000
style_shift_same_intent,style_invariant_logistic,5,42,0.61905,0.61905,0.30077,0.39524,0.00000,0.52381
style_shift_same_intent,style_invariant_logistic,6,42,0.47619,0.47619,0.45961,0.50588,0.00000,0.59524
style_shift_same_intent,physical_intent_disambiguation,0,42,0.97619,0.97619,0.04667,0.15750,0.00000,0.59524
style_shift_same_intent,physical_intent_disambiguation,1,42,0.95238,0.95238,0.05338,0.17595,0.00000,0.42857
style_shift_same_intent,physical_intent_disambiguation,2,42,0.95238,0.95238,0.07077,0.18982,0.00000,0.45238
style_shift_same_intent,physical_intent_disambiguation,3,42,0.92857,0.92857,0.06301,0.17460,0.00000,0.54762
style_shift_same_intent,physical_intent_disambiguation,4,42,0.85714,0.85714,0.06618,0.21127,0.00000,0.50000
style_shift_same_intent,physical_intent_disambiguation,5,42,0.88095,0.88095,0.06277,0.20124,0.00000,0.50000
style_shift_same_intent,physical_intent_disambiguation,6,42,0.92857,0.92857,0.05702,0.17036,0.02381,0.64286
style_shift_same_intent,oracle_intent_upper_bound,0,42,1.00000,1.00000,0.02078,0.01500,0.00000,
style_shift_same_intent,oracle_intent_upper_bound,1,42,1.00000,1.00000,0.01916,0.01500,0.00000,
style_shift_same_intent,oracle_intent_upper_bound,2,42,1.00000,1.00000,0.02027,0.01500,0.00000,
style_shift_same_intent,oracle_intent_upper_bound,3,42,1.00000,1.00000,0.02023,0.01500,0.00000,
style_shift_same_intent,oracle_intent_upper_bound,4,42,1.00000,1.00000,0.01978,0.01500,0.00000,
style_shift_same_intent,oracle_intent_upper_bound,5,42,1.00000,1.00000,0.02008,0.01500,0.00000,
style_shift_same_intent,oracle_intent_upper_bound,6,42,1.00000,1.00000,0.02258,0.01500,0.00000,
