split,seed,episode_id,method,true_intent,pred_intent,intent_correct,action_success,param_error,confidence,calibration_error,abstain,failure_label,morphology,arm_length,camera_scale,style_speed,curvature,occlusion,noise,object_class,contact_time,stress_axis,stress_level
stress_morphology,0,4,body_normalized_knn,place,place,1,1,0.11894,0.81745,0.18255,0,success,stress,0.93513,0.99306,1.18247,0.11321,0.05073,0.00697,cup_to_bowl,0.40965,morphology,0.0
stress_morphology,0,4,object_affordance_classifier,place,place,1,0,0.65362,0.94234,0.05766,0,bad_action_parameter,stress,0.93513,0.99306,1.18247,0.11321,0.05073,0.00697,cup_to_bowl,0.40965,morphology,0.0
stress_morphology,0,4,style_invariant_logistic,place,place,1,1,0.01961,0.93928,0.06072,0,success,stress,0.93513,0.99306,1.18247,0.11321,0.05073,0.00697,cup_to_bowl,0.40965,morphology,0.0
stress_morphology,0,4,physical_intent_disambiguation,place,place,1,1,0.01961,0.96993,0.03007,0,success,stress,0.93513,0.99306,1.18247,0.11321,0.05073,0.00697,cup_to_bowl,0.40965,morphology,0.0
stress_morphology,0,4,oracle_intent_upper_bound,place,place,1,1,0.02472,0.98500,0.01500,0,success,stress,0.93513,0.99306,1.18247,0.11321,0.05073,0.00697,cup_to_bowl,0.40965,morphology,0.0
stress_morphology,0,5,body_normalized_knn,handoff,handoff,1,1,0.44933,0.82426,0.17574,0,success,stress,1.04239,0.97947,1.25907,0.24036,0.03860,0.01054,cup_handoff,0.34503,morphology,0.0
stress_morphology,0,5,object_affordance_classifier,handoff,handoff,1,1,0.04337,0.96604,0.03396,0,success,stress,1.04239,0.97947,1.25907,0.24036,0.03860,0.01054,cup_handoff,0.34503,morphology,0.0
stress_morphology,0,5,style_invariant_logistic,handoff,handoff,1,1,0.02935,0.99609,0.00391,0,success,stress,1.04239,0.97947,1.25907,0.24036,0.03860,0.01054,cup_handoff,0.34503,morphology,0.0
stress_morphology,0,5,physical_intent_disambiguation,handoff,handoff,1,1,0.02935,0.83725,0.16275,0,success,stress,1.04239,0.97947,1.25907,0.24036,0.03860,0.01054,cup_handoff,0.34503,morphology,0.0
stress_morphology,0,5,oracle_intent_upper_bound,handoff,handoff,1,1,0.02824,0.98500,0.01500,0,success,stress,1.04239,0.97947,1.25907,0.24036,0.03860,0.01054,cup_handoff,0.34503,morphology,0.0
stress_morphology,0,6,body_normalized_knn,push,push,1,1,0.06029,0.56655,0.43345,0,success,stress,0.97733,0.99363,0.88089,0.30722,0.02904,0.00884,cart,0.47021,morphology,0.0
stress_morphology,0,6,object_affordance_classifier,push,push,1,1,0.23287,0.77598,0.22402,0,success,stress,0.97733,0.99363,0.88089,0.30722,0.02904,0.00884,cart,0.47021,morphology,0.0
stress_morphology,0,6,style_invariant_logistic,push,push,1,1,0.07503,0.55831,0.44169,0,success,stress,0.97733,0.99363,0.88089,0.30722,0.02904,0.00884,cart,0.47021,morphology,0.0
stress_morphology,0,6,physical_intent_disambiguation,push,push,1,1,0.07503,0.97717,0.02283,0,success,stress,0.97733,0.99363,0.88089,0.30722,0.02904,0.00884,cart,0.47021,morphology,0.0
stress_morphology,0,6,oracle_intent_upper_bound,push,push,1,1,0.00463,0.98500,0.01500,0,success,stress,0.97733,0.99363,0.88089,0.30722,0.02904,0.00884,cart,0.47021,morphology,0.0
stress_morphology,0,7,body_normalized_knn,pull,rotate,0,0,1.91314,0.40547,0.40547,0,wrong_intent,stress,1.03225,1.02103,0.89654,0.23586,0.01966,0.00968,drawer_handle,0.47950,morphology,0.0
stress_morphology,0,7,object_affordance_classifier,pull,pull,1,1,0.35587,0.76085,0.23915,0,success,stress,1.03225,1.02103,0.89654,0.23586,0.01966,0.00968,drawer_handle,0.47950,morphology,0.0
stress_morphology,0,7,style_invariant_logistic,pull,pull,1,1,0.08522,0.55727,0.44273,0,success,stress,1.03225,1.02103,0.89654,0.23586,0.01966,0.00968,drawer_handle,0.47950,morphology,0.0
stress_morphology,0,7,physical_intent_disambiguation,pull,pull,1,1,0.08522,0.90646,0.09354,0,success,stress,1.03225,1.02103,0.89654,0.23586,0.01966,0.00968,drawer_handle,0.47950,morphology,0.0
stress_morphology,0,7,oracle_intent_upper_bound,pull,pull,1,1,0.01753,0.98500,0.01500,0,success,stress,1.03225,1.02103,0.89654,0.23586,0.01966,0.00968,drawer_handle,0.47950,morphology,0.0
stress_morphology,0,8,body_normalized_knn,rotate,push,0,0,0.40228,0.57005,0.57005,0,wrong_intent,stress,1.05637,0.96277,0.87449,0.09640,0.02625,0.00929,valve,0.53180,morphology,0.0
stress_morphology,0,8,object_affordance_classifier,rotate,rotate,1,1,0.06534,0.93698,0.06302,0,success,stress,1.05637,0.96277,0.87449,0.09640,0.02625,0.00929,valve,0.53180,morphology,0.0
stress_morphology,0,8,style_invariant_logistic,rotate,rotate,1,1,0.02107,0.51575,0.48425,0,success,stress,1.05637,0.96277,0.87449,0.09640,0.02625,0.00929,valve,0.53180,morphology,0.0
stress_morphology,0,8,physical_intent_disambiguation,rotate,rotate,1,1,0.02107,0.94630,0.05370,0,success,stress,1.05637,0.96277,0.87449,0.09640,0.02625,0.00929,valve,0.53180,morphology,0.0
stress_morphology,0,8,oracle_intent_upper_bound,rotate,rotate,1,1,0.00254,0.98500,0.01500,0,success,stress,1.05637,0.96277,0.87449,0.09640,0.02625,0.00929,valve,0.53180,morphology,0.0
stress_morphology,0,9,body_normalized_knn,lift,lift,1,1,0.00000,1.00000,0.00000,0,success,stress,0.94776,1.02964,1.19853,0.25089,0.03878,0.01111,block,0.38228,morphology,0.0
stress_morphology,0,9,object_affordance_classifier,lift,lift,1,1,0.00000,0.97016,0.02984,0,success,stress,0.94776,1.02964,1.19853,0.25089,0.03878,0.01111,block,0.38228,morphology,0.0
stress_morphology,0,9,style_invariant_logistic,lift,lift,1,1,0.00000,0.99976,0.00024,0,success,stress,0.94776,1.02964,1.19853,0.25089,0.03878,0.01111,block,0.38228,morphology,0.0
stress_morphology,0,9,physical_intent_disambiguation,lift,lift,1,1,0.00000,0.85448,0.14552,0,success,stress,0.94776,1.02964,1.19853,0.25089,0.03878,0.01111,block,0.38228,morphology,0.0
stress_morphology,0,9,oracle_intent_upper_bound,lift,lift,1,1,0.01883,0.98500,0.01500,0,success,stress,0.94776,1.02964,1.19853,0.25089,0.03878,0.01111,block,0.38228,morphology,0.0
stress_morphology,0,10,body_normalized_knn,place,place,1,0,1.69079,0.62313,0.37687,0,bad_action_parameter,stress,0.91901,1.00463,1.10368,0.17985,0.03915,0.01168,cup_to_bowl,0.41044,morphology,0.0
stress_morphology,0,10,object_affordance_classifier,place,place,1,0,0.72362,0.95365,0.04635,0,bad_action_parameter,stress,0.91901,1.00463,1.10368,0.17985,0.03915,0.01168,cup_to_bowl,0.41044,morphology,0.0
stress_morphology,0,10,style_invariant_logistic,place,place,1,1,0.00845,0.95677,0.04323,0,success,stress,0.91901,1.00463,1.10368,0.17985,0.03915,0.01168,cup_to_bowl,0.41044,morphology,0.0
stress_morphology,0,10,physical_intent_disambiguation,place,place,1,1,0.00845,0.95944,0.04056,0,success,stress,0.91901,1.00463,1.10368,0.17985,0.03915,0.01168,cup_to_bowl,0.41044,morphology,0.0
stress_morphology,0,10,oracle_intent_upper_bound,place,place,1,1,0.01937,0.98500,0.01500,0,success,stress,0.91901,1.00463,1.10368,0.17985,0.03915,0.01168,cup_to_bowl,0.41044,morphology,0.0
stress_morphology,0,11,body_normalized_knn,handoff,handoff,1,0,0.54900,1.00000,0.00000,0,bad_action_parameter,stress,0.94931,0.98611,0.93450,0.17681,0.07712,0.00813,tool_handoff,0.47186,morphology,0.0
stress_morphology,0,11,object_affordance_classifier,handoff,handoff,1,1,0.15492,0.98133,0.01867,0,success,stress,0.94931,0.98611,0.93450,0.17681,0.07712,0.00813,tool_handoff,0.47186,morphology,0.0
stress_morphology,0,11,style_invariant_logistic,handoff,handoff,1,1,0.00703,0.97842,0.02158,0,success,stress,0.94931,0.98611,0.93450,0.17681,0.07712,0.00813,tool_handoff,0.47186,morphology,0.0
stress_morphology,0,11,physical_intent_disambiguation,handoff,handoff,1,1,0.00703,0.84880,0.15120,0,success,stress,0.94931,0.98611,0.93450,0.17681,0.07712,0.00813,tool_handoff,0.47186,morphology,0.0
stress_morphology,0,11,oracle_intent_upper_bound,handoff,handoff,1,1,0.03077,0.98500,0.01500,0,success,stress,0.94931,0.98611,0.93450,0.17681,0.07712,0.00813,tool_handoff,0.47186,morphology,0.0
stress_morphology,0,12,body_normalized_knn,push,rotate,0,0,0.80452,0.58893,0.58893,0,wrong_intent,stress,0.92517,0.96071,1.19357,0.21602,0.02485,0.01309,box,0.41416,morphology,0.0
stress_morphology,0,12,object_affordance_classifier,push,pull,0,0,0.21811,0.75089,0.75089,0,wrong_intent,stress,0.92517,0.96071,1.19357,0.21602,0.02485,0.01309,box,0.41416,morphology,0.0
stress_morphology,0,12,style_invariant_logistic,push,rotate,0,0,1.27315,0.68835,0.68835,0,wrong_intent,stress,0.92517,0.96071,1.19357,0.21602,0.02485,0.01309,box,0.41416,morphology,0.0
stress_morphology,0,12,physical_intent_disambiguation,push,push,1,1,0.13988,0.70606,0.29394,0,success,stress,0.92517,0.96071,1.19357,0.21602,0.02485,0.01309,box,0.41416,morphology,0.0
stress_morphology,0,12,oracle_intent_upper_bound,push,push,1,1,0.00331,0.98500,0.01500,0,success,stress,0.92517,0.96071,1.19357,0.21602,0.02485,0.01309,box,0.41416,morphology,0.0
stress_morphology,0,13,body_normalized_knn,pull,pull,1,1,0.20831,0.82259,0.17741,0,success,stress,1.05232,0.98093,1.01241,0.12100,0.04541,0.00875,sliding_tray,0.42806,morphology,0.0
stress_morphology,0,13,object_affordance_classifier,pull,pull,1,1,0.26284,0.75258,0.24742,0,success,stress,1.05232,0.98093,1.01241,0.12100,0.04541,0.00875,sliding_tray,0.42806,morphology,0.0
stress_morphology,0,13,style_invariant_logistic,pull,pull,1,1,0.01339,0.82126,0.17874,0,success,stress,1.05232,0.98093,1.01241,0.12100,0.04541,0.00875,sliding_tray,0.42806,morphology,0.0
stress_morphology,0,13,physical_intent_disambiguation,pull,pull,1,1,0.01339,0.87749,0.12251,0,success,stress,1.05232,0.98093,1.01241,0.12100,0.04541,0.00875,sliding_tray,0.42806,morphology,0.0
stress_morphology,0,13,oracle_intent_upper_bound,pull,pull,1,1,0.04758,0.98500,0.01500,0,success,stress,1.05232,0.98093,1.01241,0.12100,0.04541,0.00875,sliding_tray,0.42806,morphology,0.0
stress_morphology,0,14,body_normalized_knn,rotate,rotate,1,1,0.28847,1.00000,0.00000,0,success,stress,0.94418,0.98850,1.14922,0.13027,0.07100,0.01044,valve,0.37734,morphology,0.0
stress_morphology,0,14,object_affordance_classifier,rotate,rotate,1,1,0.15127,0.95131,0.04869,0,success,stress,0.94418,0.98850,1.14922,0.13027,0.07100,0.01044,valve,0.37734,morphology,0.0
stress_morphology,0,14,style_invariant_logistic,rotate,rotate,1,1,0.00971,0.87904,0.12096,0,success,stress,0.94418,0.98850,1.14922,0.13027,0.07100,0.01044,valve,0.37734,morphology,0.0
stress_morphology,0,14,physical_intent_disambiguation,rotate,rotate,1,1,0.00971,0.98563,0.01437,0,success,stress,0.94418,0.98850,1.14922,0.13027,0.07100,0.01044,valve,0.37734,morphology,0.0
stress_morphology,0,14,oracle_intent_upper_bound,rotate,rotate,1,1,0.00362,0.98500,0.01500,0,success,stress,0.94418,0.98850,1.14922,0.13027,0.07100,0.01044,valve,0.37734,morphology,0.0
stress_morphology,0,15,body_normalized_knn,lift,lift,1,1,0.00000,0.81769,0.18231,0,success,stress,1.07511,1.02881,0.96065,0.21932,0.03093,0.01333,block,0.50784,morphology,0.0
stress_morphology,0,15,object_affordance_classifier,lift,lift,1,1,0.00000,0.97260,0.02740,0,success,stress,1.07511,1.02881,0.96065,0.21932,0.03093,0.01333,block,0.50784,morphology,0.0
stress_morphology,0,15,style_invariant_logistic,lift,lift,1,1,0.00000,0.99124,0.00876,0,success,stress,1.07511,1.02881,0.96065,0.21932,0.03093,0.01333,block,0.50784,morphology,0.0
stress_morphology,0,15,physical_intent_disambiguation,lift,lift,1,1,0.00000,0.84935,0.15065,0,success,stress,1.07511,1.02881,0.96065,0.21932,0.03093,0.01333,block,0.50784,morphology,0.0
stress_morphology,0,15,oracle_intent_upper_bound,lift,lift,1,1,0.04397,0.98500,0.01500,0,success,stress,1.07511,1.02881,0.96065,0.21932,0.03093,0.01333,block,0.50784,morphology,0.0
stress_morphology,0,16,body_normalized_knn,place,place,1,1,0.39223,1.00000,0.00000,0,success,stress,0.92146,0.98444,0.82495,0.17925,0.00576,0.00993,cup_to_bowl,0.51928,morphology,0.0
stress_morphology,0,16,object_affordance_classifier,place,place,1,1,0.49127,0.94434,0.05566,0,success,stress,0.92146,0.98444,0.82495,0.17925,0.00576,0.00993,cup_to_bowl,0.51928,morphology,0.0
stress_morphology,0,16,style_invariant_logistic,place,place,1,1,0.02142,0.97991,0.02009,0,success,stress,0.92146,0.98444,0.82495,0.17925,0.00576,0.00993,cup_to_bowl,0.51928,morphology,0.0
stress_morphology,0,16,physical_intent_disambiguation,place,place,1,1,0.02142,0.96627,0.03373,0,success,stress,0.92146,0.98444,0.82495,0.17925,0.00576,0.00993,cup_to_bowl,0.51928,morphology,0.0
stress_morphology,0,16,oracle_intent_upper_bound,place,place,1,1,0.01971,0.98500,0.01500,0,success,stress,0.92146,0.98444,0.82495,0.17925,0.00576,0.00993,cup_to_bowl,0.51928,morphology,0.0
stress_morphology,0,17,body_normalized_knn,handoff,handoff,1,1,0.21842,1.00000,0.00000,0,success,stress,0.97312,1.02010,0.93902,0.19322,0.00745,0.00644,part_handoff,0.47903,morphology,0.0
stress_morphology,0,17,object_affordance_classifier,handoff,handoff,1,1,0.12669,0.98206,0.01794,0,success,stress,0.97312,1.02010,0.93902,0.19322,0.00745,0.00644,part_handoff,0.47903,morphology,0.0
stress_morphology,0,17,style_invariant_logistic,handoff,handoff,1,1,0.01403,0.99456,0.00544,0,success,stress,0.97312,1.02010,0.93902,0.19322,0.00745,0.00644,part_handoff,0.47903,morphology,0.0
stress_morphology,0,17,physical_intent_disambiguation,handoff,handoff,1,1,0.01403,0.84199,0.15801,0,success,stress,0.97312,1.02010,0.93902,0.19322,0.00745,0.00644,part_handoff,0.47903,morphology,0.0
stress_morphology,0,17,oracle_intent_upper_bound,handoff,handoff,1,1,0.01472,0.98500,0.01500,0,success,stress,0.97312,1.02010,0.93902,0.19322,0.00745,0.00644,part_handoff,0.47903,morphology,0.0
stress_morphology,0,18,body_normalized_knn,push,push,1,1,0.04457,0.81177,0.18823,0,success,stress,0.96758,1.01049,0.99119,0.11305,0.01778,0.00838,cart,0.42949,morphology,0.0
stress_morphology,0,18,object_affordance_classifier,push,push,1,1,0.31615,0.75446,0.24554,0,success,stress,0.96758,1.01049,0.99119,0.11305,0.01778,0.00838,cart,0.42949,morphology,0.0
stress_morphology,0,18,style_invariant_logistic,push,push,1,1,0.05811,0.77451,0.22549,0,success,stress,0.96758,1.01049,0.99119,0.11305,0.01778,0.00838,cart,0.42949,morphology,0.0
stress_morphology,0,18,physical_intent_disambiguation,push,push,1,1,0.05811,0.96318,0.03682,0,success,stress,0.96758,1.01049,0.99119,0.11305,0.01778,0.00838,cart,0.42949,morphology,0.0
stress_morphology,0,18,oracle_intent_upper_bound,push,push,1,1,0.03826,0.98500,0.01500,0,success,stress,0.96758,1.01049,0.99119,0.11305,0.01778,0.00838,cart,0.42949,morphology,0.0
stress_morphology,0,19,body_normalized_knn,pull,pull,1,0,1.92404,0.61236,0.38764,0,bad_action_parameter,stress,0.93560,0.98903,0.98784,0.13959,0.05968,0.01007,drawer_handle,0.42832,morphology,0.0
stress_morphology,0,19,object_affordance_classifier,pull,pull,1,1,0.31431,0.76856,0.23144,0,success,stress,0.93560,0.98903,0.98784,0.13959,0.05968,0.01007,drawer_handle,0.42832,morphology,0.0
stress_morphology,0,19,style_invariant_logistic,pull,rotate,0,0,1.17757,0.42411,0.42411,0,wrong_intent,stress,0.93560,0.98903,0.98784,0.13959,0.05968,0.01007,drawer_handle,0.42832,morphology,0.0
stress_morphology,0,19,physical_intent_disambiguation,pull,pull,1,1,0.03582,0.90751,0.09249,0,success,stress,0.93560,0.98903,0.98784,0.13959,0.05968,0.01007,drawer_handle,0.42832,morphology,0.0
stress_morphology,0,19,oracle_intent_upper_bound,pull,pull,1,1,0.01408,0.98500,0.01500,0,success,stress,0.93560,0.98903,0.98784,0.13959,0.05968,0.01007,drawer_handle,0.42832,morphology,0.0
stress_morphology,0,20,body_normalized_knn,rotate,pull,0,0,1.92967,0.55029,0.55029,0,wrong_intent,stress,1.03002,1.02393,1.10614,0.15491,0.01731,0.00849,jar_lid,0.39338,morphology,0.0
stress_morphology,0,20,object_affordance_classifier,rotate,rotate,1,1,0.03746,0.90971,0.09029,0,success,stress,1.03002,1.02393,1.10614,0.15491,0.01731,0.00849,jar_lid,0.39338,morphology,0.0
stress_morphology,0,20,style_invariant_logistic,rotate,rotate,1,1,0.01604,0.71713,0.28287,0,success,stress,1.03002,1.02393,1.10614,0.15491,0.01731,0.00849,jar_lid,0.39338,morphology,0.0
stress_morphology,0,20,physical_intent_disambiguation,rotate,rotate,1,1,0.01604,0.94899,0.05101,0,success,stress,1.03002,1.02393,1.10614,0.15491,0.01731,0.00849,jar_lid,0.39338,morphology,0.0
stress_morphology,0,20,oracle_intent_upper_bound,rotate,rotate,1,1,0.01389,0.98500,0.01500,0,success,stress,1.03002,1.02393,1.10614,0.15491,0.01731,0.00849,jar_lid,0.39338,morphology,0.0
stress_morphology,0,21,body_normalized_knn,lift,lift,1,1,0.00000,1.00000,0.00000,0,success,stress,1.03696,1.01542,1.00354,0.24241,0.03383,0.01287,tool,0.43312,morphology,0.0
stress_morphology,0,21,object_affordance_classifier,lift,lift,1,1,0.00000,0.98723,0.01277,0,success,stress,1.03696,1.01542,1.00354,0.24241,0.03383,0.01287,tool,0.43312,morphology,0.0
stress_morphology,0,21,style_invariant_logistic,lift,lift,1,1,0.00000,0.98813,0.01187,0,success,stress,1.03696,1.01542,1.00354,0.24241,0.03383,0.01287,tool,0.43312,morphology,0.0
stress_morphology,0,21,physical_intent_disambiguation,lift,lift,1,1,0.00000,0.85435,0.14565,0,success,stress,1.03696,1.01542,1.00354,0.24241,0.03383,0.01287,tool,0.43312,morphology,0.0
stress_morphology,0,21,oracle_intent_upper_bound,lift,lift,1,1,0.00239,0.98500,0.01500,0,success,stress,1.03696,1.01542,1.00354,0.24241,0.03383,0.01287,tool,0.43312,morphology,0.0
stress_morphology,0,22,body_normalized_knn,place,place,1,0,0.86385,1.00000,0.00000,0,bad_action_parameter,stress,1.01345,0.99905,1.00707,0.07898,0.02189,0.00948,cup_to_bowl,0.43108,morphology,0.0
stress_morphology,0,22,object_affordance_classifier,place,place,1,1,0.23608,0.98155,0.01845,0,success,stress,1.01345,0.99905,1.00707,0.07898,0.02189,0.00948,cup_to_bowl,0.43108,morphology,0.0
stress_morphology,0,22,style_invariant_logistic,place,place,1,1,0.00833,0.98458,0.01542,0,success,stress,1.01345,0.99905,1.00707,0.07898,0.02189,0.00948,cup_to_bowl,0.43108,morphology,0.0
stress_morphology,0,22,physical_intent_disambiguation,place,place,1,1,0.00833,0.93774,0.06226,0,success,stress,1.01345,0.99905,1.00707,0.07898,0.02189,0.00948,cup_to_bowl,0.43108,morphology,0.0
stress_morphology,0,22,oracle_intent_upper_bound,place,place,1,1,0.01743,0.98500,0.01500,0,success,stress,1.01345,0.99905,1.00707,0.07898,0.02189,0.00948,cup_to_bowl,0.43108,morphology,0.0
stress_morphology,0,23,body_normalized_knn,handoff,handoff,1,1,0.16114,1.00000,0.00000,0,success,stress,1.03229,1.02661,1.05860,0.12863,0.07046,0.01361,part_handoff,0.43129,morphology,0.0
stress_morphology,0,23,object_affordance_classifier,handoff,handoff,1,1,0.39172,0.97909,0.02091,0,success,stress,1.03229,1.02661,1.05860,0.12863,0.07046,0.01361,part_handoff,0.43129,morphology,0.0
stress_morphology,0,23,style_invariant_logistic,handoff,handoff,1,1,0.02511,0.99378,0.00622,0,success,stress,1.03229,1.02661,1.05860,0.12863,0.07046,0.01361,part_handoff,0.43129,morphology,0.0
stress_morphology,0,23,physical_intent_disambiguation,handoff,handoff,1,1,0.02511,0.84341,0.15659,0,success,stress,1.03229,1.02661,1.05860,0.12863,0.07046,0.01361,part_handoff,0.43129,morphology,0.0
stress_morphology,0,23,oracle_intent_upper_bound,handoff,handoff,1,1,0.02070,0.98500,0.01500,0,success,stress,1.03229,1.02661,1.05860,0.12863,0.07046,0.01361,part_handoff,0.43129,morphology,0.0
stress_morphology,0,0,body_normalized_knn,push,push,1,1,0.03080,0.79337,0.20663,0,success,stress,1.13140,1.07425,0.89320,0.14236,0.05795,0.01004,cart,0.48703,morphology,0.2
stress_morphology,0,0,object_affordance_classifier,push,push,1,1,0.29682,0.76133,0.23867,0,success,stress,1.13140,1.07425,0.89320,0.14236,0.05795,0.01004,cart,0.48703,morphology,0.2
stress_morphology,0,0,style_invariant_logistic,push,push,1,1,0.07120,0.90653,0.09347,0,success,stress,1.13140,1.07425,0.89320,0.14236,0.05795,0.01004,cart,0.48703,morphology,0.2
stress_morphology,0,0,physical_intent_disambiguation,push,push,1,1,0.07120,0.95474,0.04526,0,success,stress,1.13140,1.07425,0.89320,0.14236,0.05795,0.01004,cart,0.48703,morphology,0.2
stress_morphology,0,0,oracle_intent_upper_bound,push,push,1,1,0.03097,0.98500,0.01500,0,success,stress,1.13140,1.07425,0.89320,0.14236,0.05795,0.01004,cart,0.48703,morphology,0.2
stress_morphology,0,1,body_normalized_knn,pull,pull,1,0,1.85630,0.61651,0.38349,0,bad_action_parameter,stress,0.87311,0.91429,0.96357,0.15874,0.02478,0.01389,tethered_box,0.47181,morphology,0.2
stress_morphology,0,1,object_affordance_classifier,pull,pull,1,0,0.53486,0.75157,0.24843,0,bad_action_parameter,stress,0.87311,0.91429,0.96357,0.15874,0.02478,0.01389,tethered_box,0.47181,morphology,0.2
stress_morphology,0,1,style_invariant_logistic,pull,pull,1,1,0.24180,0.84200,0.15800,0,success,stress,0.87311,0.91429,0.96357,0.15874,0.02478,0.01389,tethered_box,0.47181,morphology,0.2
stress_morphology,0,1,physical_intent_disambiguation,pull,pull,1,1,0.24180,0.89771,0.10229,0,success,stress,0.87311,0.91429,0.96357,0.15874,0.02478,0.01389,tethered_box,0.47181,morphology,0.2
stress_morphology,0,1,oracle_intent_upper_bound,pull,pull,1,1,0.01242,0.98500,0.01500,0,success,stress,0.87311,0.91429,0.96357,0.15874,0.02478,0.01389,tethered_box,0.47181,morphology,0.2
stress_morphology,0,2,body_normalized_knn,rotate,pull,0,0,1.77454,0.81708,0.81708,0,wrong_intent,stress,1.10961,1.09170,0.87422,0.26469,0.06044,0.00604,valve,0.52353,morphology,0.2
stress_morphology,0,2,object_affordance_classifier,rotate,rotate,1,1,0.01996,0.93828,0.06172,0,success,stress,1.10961,1.09170,0.87422,0.26469,0.06044,0.00604,valve,0.52353,morphology,0.2
stress_morphology,0,2,style_invariant_logistic,rotate,pull,0,0,1.39128,0.72964,0.72964,0,wrong_intent,stress,1.10961,1.09170,0.87422,0.26469,0.06044,0.00604,valve,0.52353,morphology,0.2
