split,method,seed,morphology_leakage
object_affordance_ambiguity,velocity_contact_classifier,1,0.78571
object_affordance_ambiguity,object_affordance_classifier,1,0.47619
object_affordance_ambiguity,style_invariant_logistic,1,0.47619
object_affordance_ambiguity,physical_intent_disambiguation,1,0.50000
combined_hard_shift,raw_trajectory_knn,1,0.80952
combined_hard_shift,body_normalized_knn,1,0.71429
combined_hard_shift,velocity_contact_classifier,1,0.83333
combined_hard_shift,object_affordance_classifier,1,0.59524
combined_hard_shift,style_invariant_logistic,1,0.76190
combined_hard_shift,physical_intent_disambiguation,1,0.71429
seen_morphology_clean,raw_trajectory_knn,2,0.85714
seen_morphology_clean,body_normalized_knn,2,0.40476
seen_morphology_clean,velocity_contact_classifier,2,0.78571
seen_morphology_clean,object_affordance_classifier,2,0.47619
seen_morphology_clean,style_invariant_logistic,2,0.45238
seen_morphology_clean,physical_intent_disambiguation,2,0.45238
style_shift_same_intent,raw_trajectory_knn,2,0.83333
style_shift_same_intent,body_normalized_knn,2,0.52381
style_shift_same_intent,velocity_contact_classifier,2,0.80952
style_shift_same_intent,object_affordance_classifier,2,0.42857
style_shift_same_intent,style_invariant_logistic,2,0.52381
style_shift_same_intent,physical_intent_disambiguation,2,0.45238
morphology_shift,raw_trajectory_knn,2,0.76190
morphology_shift,body_normalized_knn,2,0.47619
morphology_shift,velocity_contact_classifier,2,0.71429
morphology_shift,object_affordance_classifier,2,0.47619
morphology_shift,style_invariant_logistic,2,0.47619
morphology_shift,physical_intent_disambiguation,2,0.47619
object_affordance_ambiguity,raw_trajectory_knn,2,0.85714
object_affordance_ambiguity,body_normalized_knn,2,0.61905
object_affordance_ambiguity,velocity_contact_classifier,2,0.76190
object_affordance_ambiguity,object_affordance_classifier,2,0.59524
object_affordance_ambiguity,style_invariant_logistic,2,0.54762
object_affordance_ambiguity,physical_intent_disambiguation,2,0.61905
combined_hard_shift,raw_trajectory_knn,2,0.71429
combined_hard_shift,body_normalized_knn,2,0.35714
combined_hard_shift,velocity_contact_classifier,2,0.69048
combined_hard_shift,object_affordance_classifier,2,0.40476
combined_hard_shift,style_invariant_logistic,2,0.35714
combined_hard_shift,physical_intent_disambiguation,2,0.45238
seen_morphology_clean,raw_trajectory_knn,3,0.85714
seen_morphology_clean,body_normalized_knn,3,0.47619
seen_morphology_clean,velocity_contact_classifier,3,0.85714
seen_morphology_clean,object_affordance_classifier,3,0.57143
seen_morphology_clean,style_invariant_logistic,3,0.47619
seen_morphology_clean,physical_intent_disambiguation,3,0.57143
style_shift_same_intent,raw_trajectory_knn,3,0.76190
style_shift_same_intent,body_normalized_knn,3,0.45238
style_shift_same_intent,velocity_contact_classifier,3,0.57143
style_shift_same_intent,object_affordance_classifier,3,0.52381
style_shift_same_intent,style_invariant_logistic,3,0.45238
style_shift_same_intent,physical_intent_disambiguation,3,0.54762
morphology_shift,raw_trajectory_knn,3,0.78571
morphology_shift,body_normalized_knn,3,0.59524
morphology_shift,velocity_contact_classifier,3,0.78571
morphology_shift,object_affordance_classifier,3,0.54762
morphology_shift,style_invariant_logistic,3,0.61905
morphology_shift,physical_intent_disambiguation,3,0.54762
object_affordance_ambiguity,raw_trajectory_knn,3,0.85714
object_affordance_ambiguity,body_normalized_knn,3,0.47619
object_affordance_ambiguity,velocity_contact_classifier,3,0.71429
object_affordance_ambiguity,object_affordance_classifier,3,0.59524
object_affordance_ambiguity,style_invariant_logistic,3,0.47619
object_affordance_ambiguity,physical_intent_disambiguation,3,0.61905
combined_hard_shift,raw_trajectory_knn,3,0.80952
combined_hard_shift,body_normalized_knn,3,0.61905
combined_hard_shift,velocity_contact_classifier,3,0.78571
combined_hard_shift,object_affordance_classifier,3,0.50000
combined_hard_shift,style_invariant_logistic,3,0.59524
combined_hard_shift,physical_intent_disambiguation,3,0.59524
seen_morphology_clean,raw_trajectory_knn,4,0.80952
seen_morphology_clean,body_normalized_knn,4,0.52381
seen_morphology_clean,velocity_contact_classifier,4,0.66667
seen_morphology_clean,object_affordance_classifier,4,0.42857
seen_morphology_clean,style_invariant_logistic,4,0.52381
seen_morphology_clean,physical_intent_disambiguation,4,0.52381
style_shift_same_intent,raw_trajectory_knn,4,0.76190
style_shift_same_intent,body_normalized_knn,4,0.57143
style_shift_same_intent,velocity_contact_classifier,4,0.61905
style_shift_same_intent,object_affordance_classifier,4,0.47619
style_shift_same_intent,style_invariant_logistic,4,0.50000
style_shift_same_intent,physical_intent_disambiguation,4,0.50000
morphology_shift,raw_trajectory_knn,4,0.78571
morphology_shift,body_normalized_knn,4,0.80952
morphology_shift,velocity_contact_classifier,4,0.80952
morphology_shift,object_affordance_classifier,4,0.50000
morphology_shift,style_invariant_logistic,4,0.76190
morphology_shift,physical_intent_disambiguation,4,0.59524
object_affordance_ambiguity,raw_trajectory_knn,4,0.78571
object_affordance_ambiguity,body_normalized_knn,4,0.52381
object_affordance_ambiguity,velocity_contact_classifier,4,0.61905
object_affordance_ambiguity,object_affordance_classifier,4,0.54762
object_affordance_ambiguity,style_invariant_logistic,4,0.54762
object_affordance_ambiguity,physical_intent_disambiguation,4,0.54762
combined_hard_shift,raw_trajectory_knn,4,0.83333
combined_hard_shift,body_normalized_knn,4,0.76190
combined_hard_shift,velocity_contact_classifier,4,0.71429
combined_hard_shift,object_affordance_classifier,4,0.57143
combined_hard_shift,style_invariant_logistic,4,0.71429
combined_hard_shift,physical_intent_disambiguation,4,0.71429
seen_morphology_clean,raw_trajectory_knn,5,0.76190
seen_morphology_clean,body_normalized_knn,5,0.64286
seen_morphology_clean,velocity_contact_classifier,5,0.69048
seen_morphology_clean,object_affordance_classifier,5,0.42857
seen_morphology_clean,style_invariant_logistic,5,0.61905
seen_morphology_clean,physical_intent_disambiguation,5,0.54762
style_shift_same_intent,raw_trajectory_knn,5,0.83333
style_shift_same_intent,body_normalized_knn,5,0.47619
style_shift_same_intent,velocity_contact_classifier,5,0.61905
style_shift_same_intent,object_affordance_classifier,5,0.47619
style_shift_same_intent,style_invariant_logistic,5,0.52381
style_shift_same_intent,physical_intent_disambiguation,5,0.50000
morphology_shift,raw_trajectory_knn,5,0.83333
morphology_shift,body_normalized_knn,5,0.69048
morphology_shift,velocity_contact_classifier,5,0.78571
morphology_shift,object_affordance_classifier,5,0.45238
morphology_shift,style_invariant_logistic,5,0.69048
morphology_shift,physical_intent_disambiguation,5,0.61905
object_affordance_ambiguity,raw_trajectory_knn,5,0.88095
object_affordance_ambiguity,body_normalized_knn,5,0.54762
object_affordance_ambiguity,velocity_contact_classifier,5,0.78571
object_affordance_ambiguity,object_affordance_classifier,5,0.57143
object_affordance_ambiguity,style_invariant_logistic,5,0.54762
object_affordance_ambiguity,physical_intent_disambiguation,5,0.52381
combined_hard_shift,raw_trajectory_knn,5,0.73810
combined_hard_shift,body_normalized_knn,5,0.64286
combined_hard_shift,velocity_contact_classifier,5,0.69048
combined_hard_shift,object_affordance_classifier,5,0.52381
combined_hard_shift,style_invariant_logistic,5,0.64286
combined_hard_shift,physical_intent_disambiguation,5,0.59524
seen_morphology_clean,raw_trajectory_knn,6,0.92857
seen_morphology_clean,body_normalized_knn,6,0.50000
seen_morphology_clean,velocity_contact_classifier,6,0.92857
seen_morphology_clean,object_affordance_classifier,6,0.47619
seen_morphology_clean,style_invariant_logistic,6,0.52381
seen_morphology_clean,physical_intent_disambiguation,6,0.50000
style_shift_same_intent,raw_trajectory_knn,6,0.69048
style_shift_same_intent,body_normalized_knn,6,0.57143
style_shift_same_intent,velocity_contact_classifier,6,0.57143
style_shift_same_intent,object_affordance_classifier,6,0.54762
style_shift_same_intent,style_invariant_logistic,6,0.59524
style_shift_same_intent,physical_intent_disambiguation,6,0.64286
morphology_shift,raw_trajectory_knn,6,0.83333
morphology_shift,body_normalized_knn,6,0.66667
morphology_shift,velocity_contact_classifier,6,0.83333
morphology_shift,object_affordance_classifier,6,0.47619
morphology_shift,style_invariant_logistic,6,0.66667
morphology_shift,physical_intent_disambiguation,6,0.54762
object_affordance_ambiguity,raw_trajectory_knn,6,0.78571
object_affordance_ambiguity,body_normalized_knn,6,0.45238
object_affordance_ambiguity,velocity_contact_classifier,6,0.71429
object_affordance_ambiguity,object_affordance_classifier,6,0.47619
object_affordance_ambiguity,style_invariant_logistic,6,0.45238
object_affordance_ambiguity,physical_intent_disambiguation,6,0.42857
combined_hard_shift,raw_trajectory_knn,6,0.76190
combined_hard_shift,body_normalized_knn,6,0.57143
combined_hard_shift,velocity_contact_classifier,6,0.66667
combined_hard_shift,object_affordance_classifier,6,0.42857
combined_hard_shift,style_invariant_logistic,6,0.57143
combined_hard_shift,physical_intent_disambiguation,6,0.45238
