split,seed,episode_id,method,true_intent,pred_intent,intent_correct,action_success,param_error,confidence,calibration_error,abstain,failure_label,morphology,arm_length,camera_scale,style_speed,curvature,occlusion,noise,object_class,contact_time,ablation
combined_hard_shift,0,9,minus_object_affordance,lift,lift,1,1,0.00000,0.76097,0.23903,0,success,shift,0.69640,0.68628,0.55180,0.31663,0.21758,0.03857,round_handle,0.71659,minus_object_affordance
combined_hard_shift,0,9,minus_contact_timing,lift,lift,1,1,0.00000,0.80721,0.19279,0,success,shift,0.69640,0.68628,0.55180,0.31663,0.21758,0.03857,round_handle,0.71659,minus_contact_timing
combined_hard_shift,0,9,minus_style_speed_normalization,lift,lift,1,1,0.00000,0.82825,0.17175,0,success,shift,0.69640,0.68628,0.55180,0.31663,0.21758,0.03857,round_handle,0.71659,minus_style_speed_normalization
combined_hard_shift,0,9,minus_uncertainty_gate,lift,lift,1,1,0.00000,0.81406,0.18594,0,success,shift,0.69640,0.68628,0.55180,0.31663,0.21758,0.03857,round_handle,0.71659,minus_uncertainty_gate
combined_hard_shift,0,10,physical_intent_disambiguation,place,place,1,1,0.07968,0.93153,0.06847,0,success,shift,0.68055,0.70921,1.65831,0.28524,0.15295,0.02863,small_cup,0.26703,full_physical_intent_disambiguation
combined_hard_shift,0,10,minus_body_scale_normalization,place,place,1,1,0.07968,0.93344,0.06656,0,success,shift,0.68055,0.70921,1.65831,0.28524,0.15295,0.02863,small_cup,0.26703,minus_body_scale_normalization
combined_hard_shift,0,10,minus_handedness_mirroring,place,place,1,1,0.07968,0.93309,0.06691,0,success,shift,0.68055,0.70921,1.65831,0.28524,0.15295,0.02863,small_cup,0.26703,minus_handedness_mirroring
combined_hard_shift,0,10,minus_object_affordance,place,place,1,1,0.07968,0.89035,0.10965,0,success,shift,0.68055,0.70921,1.65831,0.28524,0.15295,0.02863,small_cup,0.26703,minus_object_affordance
combined_hard_shift,0,10,minus_contact_timing,place,place,1,1,0.07968,0.93064,0.06936,0,success,shift,0.68055,0.70921,1.65831,0.28524,0.15295,0.02863,small_cup,0.26703,minus_contact_timing
combined_hard_shift,0,10,minus_style_speed_normalization,place,place,1,1,0.07968,0.92756,0.07244,0,success,shift,0.68055,0.70921,1.65831,0.28524,0.15295,0.02863,small_cup,0.26703,minus_style_speed_normalization
combined_hard_shift,0,10,minus_uncertainty_gate,place,place,1,1,0.07968,0.93153,0.06847,0,success,shift,0.68055,0.70921,1.65831,0.28524,0.15295,0.02863,small_cup,0.26703,minus_uncertainty_gate
combined_hard_shift,0,11,physical_intent_disambiguation,handoff,handoff,1,1,0.01275,0.80469,0.19531,0,success,shift,0.73581,1.37010,0.47070,0.42709,0.14200,0.02599,small_cup,0.70071,full_physical_intent_disambiguation
combined_hard_shift,0,11,minus_body_scale_normalization,handoff,handoff,1,1,0.01275,0.80404,0.19596,0,success,shift,0.73581,1.37010,0.47070,0.42709,0.14200,0.02599,small_cup,0.70071,minus_body_scale_normalization
combined_hard_shift,0,11,minus_handedness_mirroring,handoff,handoff,1,1,0.01275,0.79732,0.20268,0,success,shift,0.73581,1.37010,0.47070,0.42709,0.14200,0.02599,small_cup,0.70071,minus_handedness_mirroring
combined_hard_shift,0,11,minus_object_affordance,handoff,handoff,1,1,0.01275,0.79267,0.20733,0,success,shift,0.73581,1.37010,0.47070,0.42709,0.14200,0.02599,small_cup,0.70071,minus_object_affordance
combined_hard_shift,0,11,minus_contact_timing,handoff,handoff,1,1,0.01275,0.81650,0.18350,0,success,shift,0.73581,1.37010,0.47070,0.42709,0.14200,0.02599,small_cup,0.70071,minus_contact_timing
combined_hard_shift,0,11,minus_style_speed_normalization,handoff,handoff,1,1,0.01275,0.76925,0.23075,0,success,shift,0.73581,1.37010,0.47070,0.42709,0.14200,0.02599,small_cup,0.70071,minus_style_speed_normalization
combined_hard_shift,0,11,minus_uncertainty_gate,handoff,handoff,1,1,0.01275,0.80469,0.19531,0,success,shift,0.73581,1.37010,0.47070,0.42709,0.14200,0.02599,small_cup,0.70071,minus_uncertainty_gate
combined_hard_shift,0,12,physical_intent_disambiguation,push,rotate,0,0,1.41991,0.80315,0.80315,0,wrong_intent,shift,0.69832,0.69125,1.88647,0.39602,0.24978,0.02226,sliding_box,0.29249,full_physical_intent_disambiguation
combined_hard_shift,0,12,minus_body_scale_normalization,push,rotate,0,0,1.41991,0.80335,0.80335,0,wrong_intent,shift,0.69832,0.69125,1.88647,0.39602,0.24978,0.02226,sliding_box,0.29249,minus_body_scale_normalization
combined_hard_shift,0,12,minus_handedness_mirroring,push,rotate,0,0,1.41991,0.80353,0.80353,0,wrong_intent,shift,0.69832,0.69125,1.88647,0.39602,0.24978,0.02226,sliding_box,0.29249,minus_handedness_mirroring
combined_hard_shift,0,12,minus_object_affordance,push,rotate,0,0,1.41991,0.74212,0.74212,0,wrong_intent,shift,0.69832,0.69125,1.88647,0.39602,0.24978,0.02226,sliding_box,0.29249,minus_object_affordance
combined_hard_shift,0,12,minus_contact_timing,push,rotate,0,0,1.41991,0.79367,0.79367,0,wrong_intent,shift,0.69832,0.69125,1.88647,0.39602,0.24978,0.02226,sliding_box,0.29249,minus_contact_timing
combined_hard_shift,0,12,minus_style_speed_normalization,push,rotate,0,0,1.41991,0.75184,0.75184,0,wrong_intent,shift,0.69832,0.69125,1.88647,0.39602,0.24978,0.02226,sliding_box,0.29249,minus_style_speed_normalization
combined_hard_shift,0,12,minus_uncertainty_gate,push,rotate,0,0,1.41991,0.80315,0.80315,0,wrong_intent,shift,0.69832,0.69125,1.88647,0.39602,0.24978,0.02226,sliding_box,0.29249,minus_uncertainty_gate
combined_hard_shift,0,13,physical_intent_disambiguation,pull,pull,1,1,0.35247,0.57670,0.42330,0,success,shift,1.43255,0.66111,0.51226,0.34584,0.19684,0.02902,sliding_box,0.66115,full_physical_intent_disambiguation
combined_hard_shift,0,13,minus_body_scale_normalization,pull,pull,1,1,0.35247,0.53250,0.46750,0,success,shift,1.43255,0.66111,0.51226,0.34584,0.19684,0.02902,sliding_box,0.66115,minus_body_scale_normalization
combined_hard_shift,0,13,minus_handedness_mirroring,pull,pull,1,1,0.35247,0.53192,0.46808,0,success,shift,1.43255,0.66111,0.51226,0.34584,0.19684,0.02902,sliding_box,0.66115,minus_handedness_mirroring
combined_hard_shift,0,13,minus_object_affordance,pull,pull,1,1,0.35247,0.69484,0.30516,0,success,shift,1.43255,0.66111,0.51226,0.34584,0.19684,0.02902,sliding_box,0.66115,minus_object_affordance
combined_hard_shift,0,13,minus_contact_timing,pull,pull,1,1,0.35247,0.57992,0.42008,0,success,shift,1.43255,0.66111,0.51226,0.34584,0.19684,0.02902,sliding_box,0.66115,minus_contact_timing
combined_hard_shift,0,13,minus_style_speed_normalization,pull,push,0,0,0.35247,0.64520,0.64520,0,wrong_intent,shift,1.43255,0.66111,0.51226,0.34584,0.19684,0.02902,sliding_box,0.66115,minus_style_speed_normalization
combined_hard_shift,0,13,minus_uncertainty_gate,pull,pull,1,1,0.35247,0.57670,0.42330,0,success,shift,1.43255,0.66111,0.51226,0.34584,0.19684,0.02902,sliding_box,0.66115,minus_uncertainty_gate
combined_hard_shift,0,14,physical_intent_disambiguation,rotate,rotate,1,1,0.01466,0.98541,0.01459,0,success,shift,0.70298,0.72197,1.66537,0.34576,0.30232,0.03500,round_handle,0.34114,full_physical_intent_disambiguation
combined_hard_shift,0,14,minus_body_scale_normalization,rotate,rotate,1,1,0.01466,0.97359,0.02641,0,success,shift,0.70298,0.72197,1.66537,0.34576,0.30232,0.03500,round_handle,0.34114,minus_body_scale_normalization
combined_hard_shift,0,14,minus_handedness_mirroring,rotate,rotate,1,1,0.01466,0.97353,0.02647,0,success,shift,0.70298,0.72197,1.66537,0.34576,0.30232,0.03500,round_handle,0.34114,minus_handedness_mirroring
combined_hard_shift,0,14,minus_object_affordance,rotate,rotate,1,1,0.01466,0.98498,0.01502,0,success,shift,0.70298,0.72197,1.66537,0.34576,0.30232,0.03500,round_handle,0.34114,minus_object_affordance
combined_hard_shift,0,14,minus_contact_timing,rotate,rotate,1,1,0.01466,0.98505,0.01495,0,success,shift,0.70298,0.72197,1.66537,0.34576,0.30232,0.03500,round_handle,0.34114,minus_contact_timing
combined_hard_shift,0,14,minus_style_speed_normalization,rotate,rotate,1,1,0.01466,0.98489,0.01511,0,success,shift,0.70298,0.72197,1.66537,0.34576,0.30232,0.03500,round_handle,0.34114,minus_style_speed_normalization
combined_hard_shift,0,14,minus_uncertainty_gate,rotate,rotate,1,1,0.01466,0.98541,0.01459,0,success,shift,0.70298,0.72197,1.66537,0.34576,0.30232,0.03500,round_handle,0.34114,minus_uncertainty_gate
combined_hard_shift,0,15,physical_intent_disambiguation,lift,lift,1,1,0.00000,0.80226,0.19774,0,success,shift,0.66598,0.71577,0.46509,0.45447,0.26146,0.03822,round_handle,0.71004,full_physical_intent_disambiguation
combined_hard_shift,0,15,minus_body_scale_normalization,lift,lift,1,1,0.00000,0.85084,0.14916,0,success,shift,0.66598,0.71577,0.46509,0.45447,0.26146,0.03822,round_handle,0.71004,minus_body_scale_normalization
combined_hard_shift,0,15,minus_handedness_mirroring,lift,lift,1,1,0.00000,0.77547,0.22453,0,success,shift,0.66598,0.71577,0.46509,0.45447,0.26146,0.03822,round_handle,0.71004,minus_handedness_mirroring
combined_hard_shift,0,15,minus_object_affordance,lift,lift,1,1,0.00000,0.74069,0.25931,0,success,shift,0.66598,0.71577,0.46509,0.45447,0.26146,0.03822,round_handle,0.71004,minus_object_affordance
combined_hard_shift,0,15,minus_contact_timing,lift,lift,1,1,0.00000,0.79547,0.20453,0,success,shift,0.66598,0.71577,0.46509,0.45447,0.26146,0.03822,round_handle,0.71004,minus_contact_timing
combined_hard_shift,0,15,minus_style_speed_normalization,lift,lift,1,1,0.00000,0.81656,0.18344,0,success,shift,0.66598,0.71577,0.46509,0.45447,0.26146,0.03822,round_handle,0.71004,minus_style_speed_normalization
combined_hard_shift,0,15,minus_uncertainty_gate,lift,lift,1,1,0.00000,0.80226,0.19774,0,success,shift,0.66598,0.71577,0.46509,0.45447,0.26146,0.03822,round_handle,0.71004,minus_uncertainty_gate
combined_hard_shift,0,16,physical_intent_disambiguation,place,place,1,1,0.16272,0.94920,0.05080,0,success,shift,1.52906,0.70878,1.76739,0.23037,0.23089,0.03798,small_cup,0.29238,full_physical_intent_disambiguation
combined_hard_shift,0,16,minus_body_scale_normalization,place,place,1,1,0.16272,0.96238,0.03762,0,success,shift,1.52906,0.70878,1.76739,0.23037,0.23089,0.03798,small_cup,0.29238,minus_body_scale_normalization
combined_hard_shift,0,16,minus_handedness_mirroring,place,place,1,1,0.16272,0.96247,0.03753,0,success,shift,1.52906,0.70878,1.76739,0.23037,0.23089,0.03798,small_cup,0.29238,minus_handedness_mirroring
combined_hard_shift,0,16,minus_object_affordance,place,place,1,1,0.16272,0.92273,0.07727,0,success,shift,1.52906,0.70878,1.76739,0.23037,0.23089,0.03798,small_cup,0.29238,minus_object_affordance
combined_hard_shift,0,16,minus_contact_timing,place,place,1,1,0.16272,0.94819,0.05181,0,success,shift,1.52906,0.70878,1.76739,0.23037,0.23089,0.03798,small_cup,0.29238,minus_contact_timing
combined_hard_shift,0,16,minus_style_speed_normalization,place,place,1,1,0.16272,0.94501,0.05499,0,success,shift,1.52906,0.70878,1.76739,0.23037,0.23089,0.03798,small_cup,0.29238,minus_style_speed_normalization
combined_hard_shift,0,16,minus_uncertainty_gate,place,place,1,1,0.16272,0.94920,0.05080,0,success,shift,1.52906,0.70878,1.76739,0.23037,0.23089,0.03798,small_cup,0.29238,minus_uncertainty_gate
combined_hard_shift,0,17,physical_intent_disambiguation,handoff,handoff,1,1,0.05380,0.82331,0.17669,0,success,shift,0.66010,0.70789,1.58257,0.58660,0.16207,0.02683,small_cup,0.32841,full_physical_intent_disambiguation
combined_hard_shift,0,17,minus_body_scale_normalization,handoff,handoff,1,1,0.05380,0.81977,0.18023,0,success,shift,0.66010,0.70789,1.58257,0.58660,0.16207,0.02683,small_cup,0.32841,minus_body_scale_normalization
combined_hard_shift,0,17,minus_handedness_mirroring,handoff,handoff,1,1,0.05380,0.80821,0.19179,0,success,shift,0.66010,0.70789,1.58257,0.58660,0.16207,0.02683,small_cup,0.32841,minus_handedness_mirroring
combined_hard_shift,0,17,minus_object_affordance,handoff,handoff,1,1,0.05380,0.81680,0.18320,0,success,shift,0.66010,0.70789,1.58257,0.58660,0.16207,0.02683,small_cup,0.32841,minus_object_affordance
combined_hard_shift,0,17,minus_contact_timing,handoff,handoff,1,1,0.05380,0.83444,0.16556,0,success,shift,0.66010,0.70789,1.58257,0.58660,0.16207,0.02683,small_cup,0.32841,minus_contact_timing
combined_hard_shift,0,17,minus_style_speed_normalization,handoff,handoff,1,1,0.05380,0.78998,0.21002,0,success,shift,0.66010,0.70789,1.58257,0.58660,0.16207,0.02683,small_cup,0.32841,minus_style_speed_normalization
combined_hard_shift,0,17,minus_uncertainty_gate,handoff,handoff,1,1,0.05380,0.82331,0.17669,0,success,shift,0.66010,0.70789,1.58257,0.58660,0.16207,0.02683,small_cup,0.32841,minus_uncertainty_gate
