split,seed,episode_id,method,true_intent,pred_intent,intent_correct,action_success,param_error,confidence,calibration_error,abstain,failure_label,morphology,arm_length,camera_scale,style_speed,curvature,occlusion,noise,object_class,contact_time,ablation
combined_hard_shift,1,38,physical_intent_disambiguation,rotate,rotate,1,1,0.00740,0.92779,0.07221,0,success,shift,1.38310,0.68981,0.53677,0.49615,0.22182,0.03928,round_handle,0.70078,full_physical_intent_disambiguation
combined_hard_shift,1,38,minus_body_scale_normalization,rotate,rotate,1,1,0.00740,0.98565,0.01435,0,success,shift,1.38310,0.68981,0.53677,0.49615,0.22182,0.03928,round_handle,0.70078,minus_body_scale_normalization
combined_hard_shift,1,38,minus_handedness_mirroring,rotate,rotate,1,1,0.00740,0.95717,0.04283,0,success,shift,1.38310,0.68981,0.53677,0.49615,0.22182,0.03928,round_handle,0.70078,minus_handedness_mirroring
combined_hard_shift,1,38,minus_object_affordance,rotate,rotate,1,1,0.00740,0.83145,0.16855,0,success,shift,1.38310,0.68981,0.53677,0.49615,0.22182,0.03928,round_handle,0.70078,minus_object_affordance
combined_hard_shift,1,38,minus_contact_timing,rotate,rotate,1,1,0.00740,0.91897,0.08103,0,success,shift,1.38310,0.68981,0.53677,0.49615,0.22182,0.03928,round_handle,0.70078,minus_contact_timing
combined_hard_shift,1,38,minus_style_speed_normalization,rotate,rotate,1,1,0.00740,0.92313,0.07687,0,success,shift,1.38310,0.68981,0.53677,0.49615,0.22182,0.03928,round_handle,0.70078,minus_style_speed_normalization
combined_hard_shift,1,38,minus_uncertainty_gate,rotate,rotate,1,1,0.00740,0.92779,0.07221,0,success,shift,1.38310,0.68981,0.53677,0.49615,0.22182,0.03928,round_handle,0.70078,minus_uncertainty_gate
combined_hard_shift,1,39,physical_intent_disambiguation,lift,lift,1,1,0.00000,0.79330,0.20670,0,success,shift,1.34890,1.30538,0.57220,0.38165,0.16721,0.02856,round_handle,0.66204,full_physical_intent_disambiguation
combined_hard_shift,1,39,minus_body_scale_normalization,lift,lift,1,1,0.00000,0.80761,0.19239,0,success,shift,1.34890,1.30538,0.57220,0.38165,0.16721,0.02856,round_handle,0.66204,minus_body_scale_normalization
combined_hard_shift,1,39,minus_handedness_mirroring,lift,lift,1,1,0.00000,0.80048,0.19952,0,success,shift,1.34890,1.30538,0.57220,0.38165,0.16721,0.02856,round_handle,0.66204,minus_handedness_mirroring
combined_hard_shift,1,39,minus_object_affordance,lift,lift,1,1,0.00000,0.56286,0.43714,0,success,shift,1.34890,1.30538,0.57220,0.38165,0.16721,0.02856,round_handle,0.66204,minus_object_affordance
combined_hard_shift,1,39,minus_contact_timing,lift,lift,1,1,0.00000,0.78607,0.21393,0,success,shift,1.34890,1.30538,0.57220,0.38165,0.16721,0.02856,round_handle,0.66204,minus_contact_timing
combined_hard_shift,1,39,minus_style_speed_normalization,lift,lift,1,1,0.00000,0.80893,0.19107,0,success,shift,1.34890,1.30538,0.57220,0.38165,0.16721,0.02856,round_handle,0.66204,minus_style_speed_normalization
combined_hard_shift,1,39,minus_uncertainty_gate,lift,lift,1,1,0.00000,0.79330,0.20670,0,success,shift,1.34890,1.30538,0.57220,0.38165,0.16721,0.02856,round_handle,0.66204,minus_uncertainty_gate
combined_hard_shift,1,40,physical_intent_disambiguation,place,place,1,1,0.04447,0.90176,0.09824,0,success,shift,1.49392,0.70483,0.55612,0.49723,0.30820,0.02582,small_cup,0.70301,full_physical_intent_disambiguation
combined_hard_shift,1,40,minus_body_scale_normalization,place,place,1,1,0.04447,0.90202,0.09798,0,success,shift,1.49392,0.70483,0.55612,0.49723,0.30820,0.02582,small_cup,0.70301,minus_body_scale_normalization
combined_hard_shift,1,40,minus_handedness_mirroring,place,place,1,1,0.04447,0.90127,0.09873,0,success,shift,1.49392,0.70483,0.55612,0.49723,0.30820,0.02582,small_cup,0.70301,minus_handedness_mirroring
combined_hard_shift,1,40,minus_object_affordance,place,place,1,1,0.04447,0.71008,0.28992,0,success,shift,1.49392,0.70483,0.55612,0.49723,0.30820,0.02582,small_cup,0.70301,minus_object_affordance
combined_hard_shift,1,40,minus_contact_timing,place,place,1,1,0.04447,0.89794,0.10206,0,success,shift,1.49392,0.70483,0.55612,0.49723,0.30820,0.02582,small_cup,0.70301,minus_contact_timing
combined_hard_shift,1,40,minus_style_speed_normalization,place,place,1,1,0.04447,0.92742,0.07258,0,success,shift,1.49392,0.70483,0.55612,0.49723,0.30820,0.02582,small_cup,0.70301,minus_style_speed_normalization
combined_hard_shift,1,40,minus_uncertainty_gate,place,place,1,1,0.04447,0.90176,0.09824,0,success,shift,1.49392,0.70483,0.55612,0.49723,0.30820,0.02582,small_cup,0.70301,minus_uncertainty_gate
combined_hard_shift,1,41,physical_intent_disambiguation,handoff,handoff,1,1,0.06781,0.79872,0.20128,0,success,shift,0.72033,0.68399,0.50503,0.50172,0.30623,0.03042,small_cup,0.64628,full_physical_intent_disambiguation
combined_hard_shift,1,41,minus_body_scale_normalization,handoff,handoff,1,1,0.06781,0.81197,0.18803,0,success,shift,0.72033,0.68399,0.50503,0.50172,0.30623,0.03042,small_cup,0.64628,minus_body_scale_normalization
combined_hard_shift,1,41,minus_handedness_mirroring,handoff,handoff,1,1,0.06781,0.78125,0.21875,0,success,shift,0.72033,0.68399,0.50503,0.50172,0.30623,0.03042,small_cup,0.64628,minus_handedness_mirroring
combined_hard_shift,1,41,minus_object_affordance,handoff,handoff,1,1,0.06781,0.79067,0.20933,0,success,shift,0.72033,0.68399,0.50503,0.50172,0.30623,0.03042,small_cup,0.64628,minus_object_affordance
combined_hard_shift,1,41,minus_contact_timing,handoff,handoff,1,1,0.06781,0.81199,0.18801,0,success,shift,0.72033,0.68399,0.50503,0.50172,0.30623,0.03042,small_cup,0.64628,minus_contact_timing
combined_hard_shift,1,41,minus_style_speed_normalization,handoff,handoff,1,1,0.06781,0.76002,0.23998,0,success,shift,0.72033,0.68399,0.50503,0.50172,0.30623,0.03042,small_cup,0.64628,minus_style_speed_normalization
combined_hard_shift,1,41,minus_uncertainty_gate,handoff,handoff,1,1,0.06781,0.79872,0.20128,0,success,shift,0.72033,0.68399,0.50503,0.50172,0.30623,0.03042,small_cup,0.64628,minus_uncertainty_gate
combined_hard_shift,2,0,physical_intent_disambiguation,push,push,1,1,0.06154,0.85707,0.14293,0,success,shift,1.33504,0.65633,1.79608,0.37476,0.24087,0.02059,sliding_box,0.34880,full_physical_intent_disambiguation
combined_hard_shift,2,0,minus_body_scale_normalization,push,push,1,1,0.06154,0.82005,0.17995,0,success,shift,1.33504,0.65633,1.79608,0.37476,0.24087,0.02059,sliding_box,0.34880,minus_body_scale_normalization
combined_hard_shift,2,0,minus_handedness_mirroring,push,push,1,1,0.06154,0.81836,0.18164,0,success,shift,1.33504,0.65633,1.79608,0.37476,0.24087,0.02059,sliding_box,0.34880,minus_handedness_mirroring
combined_hard_shift,2,0,minus_object_affordance,push,rotate,0,0,0.32829,0.74590,0.74590,0,wrong_intent,shift,1.33504,0.65633,1.79608,0.37476,0.24087,0.02059,sliding_box,0.34880,minus_object_affordance
combined_hard_shift,2,0,minus_contact_timing,push,push,1,1,0.06154,0.88219,0.11781,0,success,shift,1.33504,0.65633,1.79608,0.37476,0.24087,0.02059,sliding_box,0.34880,minus_contact_timing
combined_hard_shift,2,0,minus_style_speed_normalization,push,push,1,1,0.06154,0.93823,0.06177,0,success,shift,1.33504,0.65633,1.79608,0.37476,0.24087,0.02059,sliding_box,0.34880,minus_style_speed_normalization
combined_hard_shift,2,0,minus_uncertainty_gate,push,push,1,1,0.06154,0.85707,0.14293,0,success,shift,1.33504,0.65633,1.79608,0.37476,0.24087,0.02059,sliding_box,0.34880,minus_uncertainty_gate
combined_hard_shift,2,1,physical_intent_disambiguation,pull,rotate,0,0,0.00601,0.94652,0.94652,0,wrong_intent,shift,0.76869,1.35793,1.90725,0.56625,0.13955,0.02338,sliding_box,0.30365,full_physical_intent_disambiguation
combined_hard_shift,2,1,minus_body_scale_normalization,pull,rotate,0,0,0.00601,0.94370,0.94370,0,wrong_intent,shift,0.76869,1.35793,1.90725,0.56625,0.13955,0.02338,sliding_box,0.30365,minus_body_scale_normalization
combined_hard_shift,2,1,minus_handedness_mirroring,pull,rotate,0,0,0.00601,0.94322,0.94322,0,wrong_intent,shift,0.76869,1.35793,1.90725,0.56625,0.13955,0.02338,sliding_box,0.30365,minus_handedness_mirroring
combined_hard_shift,2,1,minus_object_affordance,pull,rotate,0,0,0.00601,0.94495,0.94495,0,wrong_intent,shift,0.76869,1.35793,1.90725,0.56625,0.13955,0.02338,sliding_box,0.30365,minus_object_affordance
combined_hard_shift,2,1,minus_contact_timing,pull,rotate,0,0,0.00601,0.94514,0.94514,0,wrong_intent,shift,0.76869,1.35793,1.90725,0.56625,0.13955,0.02338,sliding_box,0.30365,minus_contact_timing
combined_hard_shift,2,1,minus_style_speed_normalization,pull,rotate,0,0,0.00601,0.93867,0.93867,0,wrong_intent,shift,0.76869,1.35793,1.90725,0.56625,0.13955,0.02338,sliding_box,0.30365,minus_style_speed_normalization
combined_hard_shift,2,1,minus_uncertainty_gate,pull,rotate,0,0,0.00601,0.94652,0.94652,0,wrong_intent,shift,0.76869,1.35793,1.90725,0.56625,0.13955,0.02338,sliding_box,0.30365,minus_uncertainty_gate
combined_hard_shift,2,2,physical_intent_disambiguation,rotate,rotate,1,1,0.02938,0.95822,0.04178,0,success,shift,0.69637,0.65876,0.44567,0.46209,0.29769,0.02202,round_handle,0.69764,full_physical_intent_disambiguation
combined_hard_shift,2,2,minus_body_scale_normalization,rotate,rotate,1,1,0.02938,0.98558,0.01442,0,success,shift,0.69637,0.65876,0.44567,0.46209,0.29769,0.02202,round_handle,0.69764,minus_body_scale_normalization
combined_hard_shift,2,2,minus_handedness_mirroring,rotate,rotate,1,1,0.02938,0.95806,0.04194,0,success,shift,0.69637,0.65876,0.44567,0.46209,0.29769,0.02202,round_handle,0.69764,minus_handedness_mirroring
combined_hard_shift,2,2,minus_object_affordance,rotate,rotate,1,1,0.02938,0.91913,0.08087,0,success,shift,0.69637,0.65876,0.44567,0.46209,0.29769,0.02202,round_handle,0.69764,minus_object_affordance
combined_hard_shift,2,2,minus_contact_timing,rotate,rotate,1,1,0.02938,0.95617,0.04383,0,success,shift,0.69637,0.65876,0.44567,0.46209,0.29769,0.02202,round_handle,0.69764,minus_contact_timing
combined_hard_shift,2,2,minus_style_speed_normalization,rotate,rotate,1,1,0.02938,0.98510,0.01490,0,success,shift,0.69637,0.65876,0.44567,0.46209,0.29769,0.02202,round_handle,0.69764,minus_style_speed_normalization
combined_hard_shift,2,2,minus_uncertainty_gate,rotate,rotate,1,1,0.02938,0.95822,0.04178,0,success,shift,0.69637,0.65876,0.44567,0.46209,0.29769,0.02202,round_handle,0.69764,minus_uncertainty_gate
combined_hard_shift,2,3,physical_intent_disambiguation,lift,lift,1,1,0.00000,0.82879,0.17121,0,success,shift,0.68175,0.70666,1.65934,0.59164,0.21681,0.02628,round_handle,0.32929,full_physical_intent_disambiguation
combined_hard_shift,2,3,minus_body_scale_normalization,lift,lift,1,1,0.00000,0.80426,0.19574,0,success,shift,0.68175,0.70666,1.65934,0.59164,0.21681,0.02628,round_handle,0.32929,minus_body_scale_normalization
combined_hard_shift,2,3,minus_handedness_mirroring,lift,lift,1,1,0.00000,0.81206,0.18794,0,success,shift,0.68175,0.70666,1.65934,0.59164,0.21681,0.02628,round_handle,0.32929,minus_handedness_mirroring
combined_hard_shift,2,3,minus_object_affordance,lift,lift,1,1,0.00000,0.81639,0.18361,0,success,shift,0.68175,0.70666,1.65934,0.59164,0.21681,0.02628,round_handle,0.32929,minus_object_affordance
combined_hard_shift,2,3,minus_contact_timing,lift,lift,1,1,0.00000,0.82421,0.17579,0,success,shift,0.68175,0.70666,1.65934,0.59164,0.21681,0.02628,round_handle,0.32929,minus_contact_timing
combined_hard_shift,2,3,minus_style_speed_normalization,lift,lift,1,1,0.00000,0.82310,0.17690,0,success,shift,0.68175,0.70666,1.65934,0.59164,0.21681,0.02628,round_handle,0.32929,minus_style_speed_normalization
combined_hard_shift,2,3,minus_uncertainty_gate,lift,lift,1,1,0.00000,0.82879,0.17121,0,success,shift,0.68175,0.70666,1.65934,0.59164,0.21681,0.02628,round_handle,0.32929,minus_uncertainty_gate
combined_hard_shift,2,4,physical_intent_disambiguation,place,place,1,1,0.21949,0.90865,0.09135,0,success,shift,1.46877,0.68260,0.44506,0.43164,0.26157,0.02744,small_cup,0.73822,full_physical_intent_disambiguation
combined_hard_shift,2,4,minus_body_scale_normalization,place,place,1,1,0.21949,0.90680,0.09320,0,success,shift,1.46877,0.68260,0.44506,0.43164,0.26157,0.02744,small_cup,0.73822,minus_body_scale_normalization
combined_hard_shift,2,4,minus_handedness_mirroring,place,place,1,1,0.21949,0.90679,0.09321,0,success,shift,1.46877,0.68260,0.44506,0.43164,0.26157,0.02744,small_cup,0.73822,minus_handedness_mirroring
combined_hard_shift,2,4,minus_object_affordance,place,place,1,1,0.21949,0.80802,0.19198,0,success,shift,1.46877,0.68260,0.44506,0.43164,0.26157,0.02744,small_cup,0.73822,minus_object_affordance
combined_hard_shift,2,4,minus_contact_timing,place,place,1,1,0.21949,0.90705,0.09295,0,success,shift,1.46877,0.68260,0.44506,0.43164,0.26157,0.02744,small_cup,0.73822,minus_contact_timing
combined_hard_shift,2,4,minus_style_speed_normalization,place,place,1,1,0.21949,0.91505,0.08495,0,success,shift,1.46877,0.68260,0.44506,0.43164,0.26157,0.02744,small_cup,0.73822,minus_style_speed_normalization
combined_hard_shift,2,4,minus_uncertainty_gate,place,place,1,1,0.21949,0.90865,0.09135,0,success,shift,1.46877,0.68260,0.44506,0.43164,0.26157,0.02744,small_cup,0.73822,minus_uncertainty_gate
combined_hard_shift,2,5,physical_intent_disambiguation,handoff,handoff,1,1,0.13071,0.68021,0.31979,0,success,shift,1.28204,0.70002,0.57418,0.61535,0.14196,0.03548,small_cup,0.69526,full_physical_intent_disambiguation
combined_hard_shift,2,5,minus_body_scale_normalization,handoff,place,0,0,0.13071,0.76730,0.76730,0,wrong_intent,shift,1.28204,0.70002,0.57418,0.61535,0.14196,0.03548,small_cup,0.69526,minus_body_scale_normalization
combined_hard_shift,2,5,minus_handedness_mirroring,handoff,handoff,1,1,0.13071,0.71469,0.28531,0,success,shift,1.28204,0.70002,0.57418,0.61535,0.14196,0.03548,small_cup,0.69526,minus_handedness_mirroring
combined_hard_shift,2,5,minus_object_affordance,handoff,handoff,1,1,0.13071,0.57237,0.42763,0,success,shift,1.28204,0.70002,0.57418,0.61535,0.14196,0.03548,small_cup,0.69526,minus_object_affordance
combined_hard_shift,2,5,minus_contact_timing,handoff,handoff,1,1,0.13071,0.68900,0.31100,0,success,shift,1.28204,0.70002,0.57418,0.61535,0.14196,0.03548,small_cup,0.69526,minus_contact_timing
combined_hard_shift,2,5,minus_style_speed_normalization,handoff,handoff,1,1,0.13071,0.65754,0.34246,0,success,shift,1.28204,0.70002,0.57418,0.61535,0.14196,0.03548,small_cup,0.69526,minus_style_speed_normalization
combined_hard_shift,2,5,minus_uncertainty_gate,handoff,handoff,1,1,0.13071,0.68021,0.31979,0,success,shift,1.28204,0.70002,0.57418,0.61535,0.14196,0.03548,small_cup,0.69526,minus_uncertainty_gate
combined_hard_shift,2,6,physical_intent_disambiguation,push,rotate,0,0,1.33107,0.87981,0.87981,0,wrong_intent,shift,1.42738,0.67091,0.55386,0.59916,0.21488,0.02932,sliding_box,0.69610,full_physical_intent_disambiguation
combined_hard_shift,2,6,minus_body_scale_normalization,push,rotate,0,0,1.33107,0.85941,0.85941,0,wrong_intent,shift,1.42738,0.67091,0.55386,0.59916,0.21488,0.02932,sliding_box,0.69610,minus_body_scale_normalization
combined_hard_shift,2,6,minus_handedness_mirroring,push,rotate,0,0,1.33107,0.85941,0.85941,0,wrong_intent,shift,1.42738,0.67091,0.55386,0.59916,0.21488,0.02932,sliding_box,0.69610,minus_handedness_mirroring
combined_hard_shift,2,6,minus_object_affordance,push,rotate,0,0,1.33107,0.81562,0.81562,0,wrong_intent,shift,1.42738,0.67091,0.55386,0.59916,0.21488,0.02932,sliding_box,0.69610,minus_object_affordance
combined_hard_shift,2,6,minus_contact_timing,push,rotate,0,0,1.33107,0.87395,0.87395,0,wrong_intent,shift,1.42738,0.67091,0.55386,0.59916,0.21488,0.02932,sliding_box,0.69610,minus_contact_timing
combined_hard_shift,2,6,minus_style_speed_normalization,push,rotate,0,0,1.33107,0.84879,0.84879,0,wrong_intent,shift,1.42738,0.67091,0.55386,0.59916,0.21488,0.02932,sliding_box,0.69610,minus_style_speed_normalization
combined_hard_shift,2,6,minus_uncertainty_gate,push,rotate,0,0,1.33107,0.87981,0.87981,0,wrong_intent,shift,1.42738,0.67091,0.55386,0.59916,0.21488,0.02932,sliding_box,0.69610,minus_uncertainty_gate
combined_hard_shift,2,7,physical_intent_disambiguation,pull,rotate,0,0,1.06970,0.78142,0.78142,0,wrong_intent,shift,1.40070,1.33641,1.62151,0.43762,0.26157,0.03636,sliding_box,0.31796,full_physical_intent_disambiguation
combined_hard_shift,2,7,minus_body_scale_normalization,pull,rotate,0,0,1.06970,0.82510,0.82510,0,wrong_intent,shift,1.40070,1.33641,1.62151,0.43762,0.26157,0.03636,sliding_box,0.31796,minus_body_scale_normalization
combined_hard_shift,2,7,minus_handedness_mirroring,pull,rotate,0,0,1.06970,0.82730,0.82730,0,wrong_intent,shift,1.40070,1.33641,1.62151,0.43762,0.26157,0.03636,sliding_box,0.31796,minus_handedness_mirroring
combined_hard_shift,2,7,minus_object_affordance,pull,rotate,0,0,1.06970,0.75181,0.75181,0,wrong_intent,shift,1.40070,1.33641,1.62151,0.43762,0.26157,0.03636,sliding_box,0.31796,minus_object_affordance
combined_hard_shift,2,7,minus_contact_timing,pull,rotate,0,0,1.06970,0.77064,0.77064,0,wrong_intent,shift,1.40070,1.33641,1.62151,0.43762,0.26157,0.03636,sliding_box,0.31796,minus_contact_timing
combined_hard_shift,2,7,minus_style_speed_normalization,pull,rotate,0,0,1.06970,0.72105,0.72105,0,wrong_intent,shift,1.40070,1.33641,1.62151,0.43762,0.26157,0.03636,sliding_box,0.31796,minus_style_speed_normalization
combined_hard_shift,2,7,minus_uncertainty_gate,pull,rotate,0,0,1.06970,0.78142,0.78142,0,wrong_intent,shift,1.40070,1.33641,1.62151,0.43762,0.26157,0.03636,sliding_box,0.31796,minus_uncertainty_gate
combined_hard_shift,2,8,physical_intent_disambiguation,rotate,rotate,1,1,0.01497,0.98539,0.01461,0,success,shift,1.36092,1.35307,1.58116,0.35397,0.23290,0.02436,round_handle,0.34190,full_physical_intent_disambiguation
combined_hard_shift,2,8,minus_body_scale_normalization,rotate,rotate,1,1,0.01497,0.97299,0.02701,0,success,shift,1.36092,1.35307,1.58116,0.35397,0.23290,0.02436,round_handle,0.34190,minus_body_scale_normalization
combined_hard_shift,2,8,minus_handedness_mirroring,rotate,rotate,1,1,0.01497,0.97307,0.02693,0,success,shift,1.36092,1.35307,1.58116,0.35397,0.23290,0.02436,round_handle,0.34190,minus_handedness_mirroring
combined_hard_shift,2,8,minus_object_affordance,rotate,rotate,1,1,0.01497,0.91800,0.08200,0,success,shift,1.36092,1.35307,1.58116,0.35397,0.23290,0.02436,round_handle,0.34190,minus_object_affordance
combined_hard_shift,2,8,minus_contact_timing,rotate,rotate,1,1,0.01497,0.98505,0.01495,0,success,shift,1.36092,1.35307,1.58116,0.35397,0.23290,0.02436,round_handle,0.34190,minus_contact_timing
combined_hard_shift,2,8,minus_style_speed_normalization,rotate,rotate,1,1,0.01497,0.98489,0.01511,0,success,shift,1.36092,1.35307,1.58116,0.35397,0.23290,0.02436,round_handle,0.34190,minus_style_speed_normalization
combined_hard_shift,2,8,minus_uncertainty_gate,rotate,rotate,1,1,0.01497,0.98539,0.01461,0,success,shift,1.36092,1.35307,1.58116,0.35397,0.23290,0.02436,round_handle,0.34190,minus_uncertainty_gate
combined_hard_shift,2,9,physical_intent_disambiguation,lift,lift,1,1,0.00000,0.81389,0.18611,0,success,shift,1.36891,0.71609,1.70670,0.52149,0.26181,0.03149,round_handle,0.26546,full_physical_intent_disambiguation
combined_hard_shift,2,9,minus_body_scale_normalization,lift,lift,1,1,0.00000,0.80082,0.19918,0,success,shift,1.36891,0.71609,1.70670,0.52149,0.26181,0.03149,round_handle,0.26546,minus_body_scale_normalization
combined_hard_shift,2,9,minus_handedness_mirroring,lift,lift,1,1,0.00000,0.80604,0.19396,0,success,shift,1.36891,0.71609,1.70670,0.52149,0.26181,0.03149,round_handle,0.26546,minus_handedness_mirroring
combined_hard_shift,2,9,minus_object_affordance,lift,lift,1,1,0.00000,0.77796,0.22204,0,success,shift,1.36891,0.71609,1.70670,0.52149,0.26181,0.03149,round_handle,0.26546,minus_object_affordance
combined_hard_shift,2,9,minus_contact_timing,lift,lift,1,1,0.00000,0.80907,0.19093,0,success,shift,1.36891,0.71609,1.70670,0.52149,0.26181,0.03149,round_handle,0.26546,minus_contact_timing
combined_hard_shift,2,9,minus_style_speed_normalization,lift,lift,1,1,0.00000,0.82749,0.17251,0,success,shift,1.36891,0.71609,1.70670,0.52149,0.26181,0.03149,round_handle,0.26546,minus_style_speed_normalization
combined_hard_shift,2,9,minus_uncertainty_gate,lift,lift,1,1,0.00000,0.81389,0.18611,0,success,shift,1.36891,0.71609,1.70670,0.52149,0.26181,0.03149,round_handle,0.26546,minus_uncertainty_gate
combined_hard_shift,2,10,physical_intent_disambiguation,place,place,1,1,0.07217,0.92404,0.07596,0,success,shift,1.38861,0.73766,0.51898,0.46068,0.21693,0.02164,small_cup,0.69633,full_physical_intent_disambiguation
combined_hard_shift,2,10,minus_body_scale_normalization,place,place,1,1,0.07217,0.92084,0.07916,0,success,shift,1.38861,0.73766,0.51898,0.46068,0.21693,0.02164,small_cup,0.69633,minus_body_scale_normalization
combined_hard_shift,2,10,minus_handedness_mirroring,place,place,1,1,0.07217,0.92050,0.07950,0,success,shift,1.38861,0.73766,0.51898,0.46068,0.21693,0.02164,small_cup,0.69633,minus_handedness_mirroring
combined_hard_shift,2,10,minus_object_affordance,place,place,1,1,0.07217,0.84098,0.15902,0,success,shift,1.38861,0.73766,0.51898,0.46068,0.21693,0.02164,small_cup,0.69633,minus_object_affordance
combined_hard_shift,2,10,minus_contact_timing,place,place,1,1,0.07217,0.92249,0.07751,0,success,shift,1.38861,0.73766,0.51898,0.46068,0.21693,0.02164,small_cup,0.69633,minus_contact_timing
combined_hard_shift,2,10,minus_style_speed_normalization,place,place,1,1,0.07217,0.92921,0.07079,0,success,shift,1.38861,0.73766,0.51898,0.46068,0.21693,0.02164,small_cup,0.69633,minus_style_speed_normalization
combined_hard_shift,2,10,minus_uncertainty_gate,place,place,1,1,0.07217,0.92404,0.07596,0,success,shift,1.38861,0.73766,0.51898,0.46068,0.21693,0.02164,small_cup,0.69633,minus_uncertainty_gate
combined_hard_shift,2,11,physical_intent_disambiguation,handoff,handoff,1,1,0.09505,0.64809,0.35191,0,success,shift,0.68091,1.26793,0.51578,0.29282,0.15630,0.03931,small_cup,0.61512,full_physical_intent_disambiguation
combined_hard_shift,2,11,minus_body_scale_normalization,handoff,handoff,1,1,0.09505,0.78563,0.21437,0,success,shift,0.68091,1.26793,0.51578,0.29282,0.15630,0.03931,small_cup,0.61512,minus_body_scale_normalization
combined_hard_shift,2,11,minus_handedness_mirroring,handoff,handoff,1,1,0.09505,0.71389,0.28611,0,success,shift,0.68091,1.26793,0.51578,0.29282,0.15630,0.03931,small_cup,0.61512,minus_handedness_mirroring
combined_hard_shift,2,11,minus_object_affordance,handoff,lift,0,0,0.94731,0.63082,0.63082,0,wrong_intent,shift,0.68091,1.26793,0.51578,0.29282,0.15630,0.03931,small_cup,0.61512,minus_object_affordance
combined_hard_shift,2,11,minus_contact_timing,handoff,handoff,1,1,0.09505,0.71838,0.28162,0,success,shift,0.68091,1.26793,0.51578,0.29282,0.15630,0.03931,small_cup,0.61512,minus_contact_timing
combined_hard_shift,2,11,minus_style_speed_normalization,handoff,handoff,1,1,0.09505,0.66297,0.33703,0,success,shift,0.68091,1.26793,0.51578,0.29282,0.15630,0.03931,small_cup,0.61512,minus_style_speed_normalization
combined_hard_shift,2,11,minus_uncertainty_gate,handoff,handoff,1,1,0.09505,0.64809,0.35191,0,success,shift,0.68091,1.26793,0.51578,0.29282,0.15630,0.03931,small_cup,0.61512,minus_uncertainty_gate
combined_hard_shift,2,12,physical_intent_disambiguation,push,push,1,1,0.27023,0.61303,0.38697,0,success,shift,1.26417,0.66252,0.56081,0.67695,0.15142,0.02377,sliding_box,0.71962,full_physical_intent_disambiguation
combined_hard_shift,2,12,minus_body_scale_normalization,push,push,1,1,0.27023,0.70482,0.29518,0,success,shift,1.26417,0.66252,0.56081,0.67695,0.15142,0.02377,sliding_box,0.71962,minus_body_scale_normalization
combined_hard_shift,2,12,minus_handedness_mirroring,push,push,1,1,0.27023,0.64517,0.35483,0,success,shift,1.26417,0.66252,0.56081,0.67695,0.15142,0.02377,sliding_box,0.71962,minus_handedness_mirroring
combined_hard_shift,2,12,minus_object_affordance,push,rotate,0,0,1.16335,0.76172,0.76172,0,wrong_intent,shift,1.26417,0.66252,0.56081,0.67695,0.15142,0.02377,sliding_box,0.71962,minus_object_affordance
combined_hard_shift,2,12,minus_contact_timing,push,push,1,1,0.27023,0.65362,0.34638,0,success,shift,1.26417,0.66252,0.56081,0.67695,0.15142,0.02377,sliding_box,0.71962,minus_contact_timing
combined_hard_shift,2,12,minus_style_speed_normalization,push,push,1,1,0.27023,0.52504,0.47496,0,success,shift,1.26417,0.66252,0.56081,0.67695,0.15142,0.02377,sliding_box,0.71962,minus_style_speed_normalization
combined_hard_shift,2,12,minus_uncertainty_gate,push,push,1,1,0.27023,0.61303,0.38697,0,success,shift,1.26417,0.66252,0.56081,0.67695,0.15142,0.02377,sliding_box,0.71962,minus_uncertainty_gate
combined_hard_shift,2,13,physical_intent_disambiguation,pull,rotate,0,0,1.33095,0.83172,0.83172,0,wrong_intent,shift,1.37025,1.40105,1.57199,0.60579,0.20775,0.03902,sliding_box,0.23415,full_physical_intent_disambiguation
combined_hard_shift,2,13,minus_body_scale_normalization,pull,rotate,0,0,1.33095,0.64255,0.64255,0,wrong_intent,shift,1.37025,1.40105,1.57199,0.60579,0.20775,0.03902,sliding_box,0.23415,minus_body_scale_normalization
combined_hard_shift,2,13,minus_handedness_mirroring,pull,rotate,0,0,1.33095,0.79731,0.79731,0,wrong_intent,shift,1.37025,1.40105,1.57199,0.60579,0.20775,0.03902,sliding_box,0.23415,minus_handedness_mirroring
combined_hard_shift,2,13,minus_object_affordance,pull,push,0,0,0.11146,0.75640,0.75640,0,wrong_intent,shift,1.37025,1.40105,1.57199,0.60579,0.20775,0.03902,sliding_box,0.23415,minus_object_affordance
combined_hard_shift,2,13,minus_contact_timing,pull,rotate,0,0,1.33095,0.91803,0.91803,0,wrong_intent,shift,1.37025,1.40105,1.57199,0.60579,0.20775,0.03902,sliding_box,0.23415,minus_contact_timing
combined_hard_shift,2,13,minus_style_speed_normalization,pull,rotate,0,0,1.33095,0.83960,0.83960,0,wrong_intent,shift,1.37025,1.40105,1.57199,0.60579,0.20775,0.03902,sliding_box,0.23415,minus_style_speed_normalization
combined_hard_shift,2,13,minus_uncertainty_gate,pull,rotate,0,0,1.33095,0.83172,0.83172,0,wrong_intent,shift,1.37025,1.40105,1.57199,0.60579,0.20775,0.03902,sliding_box,0.23415,minus_uncertainty_gate
