split,seed,episode_id,method,true_intent,pred_intent,intent_correct,action_success,param_error,confidence,calibration_error,abstain,failure_label,morphology,arm_length,camera_scale,style_speed,curvature,occlusion,noise,object_class,contact_time
seen_morphology_clean,0,14,raw_trajectory_knn,rotate,pull,0,0,1.72173,0.65555,0.65555,0,wrong_intent,seen,1.17872,0.98355,0.90172,0.19927,0.04123,0.00616,jar_lid,0.47490
seen_morphology_clean,0,15,raw_trajectory_knn,lift,handoff,0,0,1.02700,0.41442,0.41442,0,wrong_intent,seen,1.10930,1.02407,1.04058,0.12738,0.04630,0.00910,block,0.43164
seen_morphology_clean,0,16,raw_trajectory_knn,place,place,1,0,0.77940,0.64212,0.35788,0,bad_action_parameter,seen,1.00093,0.96887,0.95482,0.24328,0.03335,0.00451,block_to_bin,0.48593
seen_morphology_clean,0,17,raw_trajectory_knn,handoff,handoff,1,0,0.61216,0.42727,0.57273,0,bad_action_parameter,seen,1.04645,0.96036,0.92829,0.11207,0.02628,0.00654,tool_handoff,0.47127
seen_morphology_clean,0,18,raw_trajectory_knn,push,push,1,1,0.11794,0.45471,0.54529,0,success,seen,0.93358,1.08013,0.94517,0.28774,0.04493,0.00641,cart,0.48672
seen_morphology_clean,0,19,raw_trajectory_knn,pull,push,0,0,1.99588,0.43974,0.43974,0,wrong_intent,seen,1.04394,0.94703,1.07372,0.17619,0.02564,0.00545,sliding_tray,0.43099
seen_morphology_clean,0,20,raw_trajectory_knn,rotate,rotate,1,1,0.31914,0.40530,0.59470,0,success,seen,1.06337,1.02688,1.11009,0.14333,0.00945,0.00919,knob,0.38975
seen_morphology_clean,0,21,raw_trajectory_knn,lift,lift,1,1,0.00000,1.00000,0.00000,0,success,seen,0.96875,1.01222,1.06397,0.24783,0.05219,0.00853,block,0.42673
seen_morphology_clean,0,22,raw_trajectory_knn,place,place,1,1,0.03403,0.60496,0.39504,0,success,seen,0.93619,0.99438,0.95685,0.12665,0.03437,0.00969,peg_to_slot,0.47254
seen_morphology_clean,0,23,raw_trajectory_knn,handoff,handoff,1,1,0.21656,0.85557,0.14443,0,success,seen,1.02548,1.04298,0.99022,0.15845,0.02397,0.00953,tool_handoff,0.43137
seen_morphology_clean,0,24,raw_trajectory_knn,push,pull,0,0,1.98892,0.56337,0.56337,0,wrong_intent,seen,1.05074,1.02847,1.01255,0.13406,0.01459,0.00530,sliding_box,0.43357
seen_morphology_clean,0,25,raw_trajectory_knn,pull,rotate,0,0,1.77752,0.43093,0.43093,0,wrong_intent,seen,0.99390,1.01302,1.04955,0.25303,0.01307,0.00447,tethered_box,0.43503
seen_morphology_clean,0,26,raw_trajectory_knn,rotate,rotate,1,1,0.01044,0.59836,0.40164,0,success,seen,1.00334,0.99064,1.03044,0.16324,0.00761,0.00732,valve,0.43327
seen_morphology_clean,0,27,raw_trajectory_knn,lift,lift,1,1,0.00000,0.63859,0.36141,0,success,seen,1.11132,1.05422,0.90409,0.23757,0.02023,0.00779,tool,0.47508
seen_morphology_clean,0,28,raw_trajectory_knn,place,place,1,0,0.63906,0.62254,0.37746,0,bad_action_parameter,seen,0.91836,1.00481,0.91704,0.21066,0.01825,0.01043,cup_to_bowl,0.47784
seen_morphology_clean,0,29,raw_trajectory_knn,handoff,handoff,1,1,0.17227,0.62931,0.37069,0,success,seen,0.99595,0.95324,1.07358,0.25848,0.02131,0.00951,tool_handoff,0.38744
seen_morphology_clean,0,30,raw_trajectory_knn,push,rotate,0,0,0.62352,0.42684,0.42684,0,wrong_intent,seen,0.94365,1.00586,1.02149,0.16175,0.02818,0.01166,sliding_box,0.44082
seen_morphology_clean,0,31,raw_trajectory_knn,pull,pull,1,1,0.22395,0.64806,0.35194,0,success,seen,1.02665,0.97313,0.91391,0.22280,0.05648,0.01147,sliding_tray,0.46147
seen_morphology_clean,0,32,raw_trajectory_knn,rotate,place,0,0,0.42680,0.56502,0.56502,0,wrong_intent,seen,0.96870,0.97155,1.10429,0.15770,0.05605,0.00822,knob,0.38609
seen_morphology_clean,0,33,raw_trajectory_knn,lift,lift,1,1,0.00000,0.42526,0.57474,0,success,seen,1.03270,0.96185,0.91420,0.25403,0.02388,0.01002,mug,0.48236
seen_morphology_clean,0,34,raw_trajectory_knn,place,rotate,0,0,1.39007,0.42348,0.42348,0,wrong_intent,seen,0.95310,0.94062,0.92661,0.19931,0.01639,0.00445,peg_to_slot,0.47574
seen_morphology_clean,0,35,raw_trajectory_knn,handoff,place,0,0,0.32524,0.57266,0.57266,0,wrong_intent,seen,0.94000,0.94530,0.91528,0.10105,0.03091,0.01148,cup_handoff,0.47021
seen_morphology_clean,0,36,raw_trajectory_knn,push,pull,0,0,1.99939,0.78429,0.78429,0,wrong_intent,seen,1.12583,1.03265,0.83809,0.21972,0.02972,0.00425,box,0.52806
seen_morphology_clean,0,37,raw_trajectory_knn,pull,push,0,0,1.99631,0.44612,0.44612,0,wrong_intent,seen,1.06870,1.02755,0.95622,0.24782,0.04176,0.00522,sliding_tray,0.47366
seen_morphology_clean,0,38,raw_trajectory_knn,rotate,rotate,1,1,0.01198,0.45606,0.54394,0,success,seen,0.97630,1.00995,1.01615,0.10755,0.01100,0.01148,jar_lid,0.42371
seen_morphology_clean,0,39,raw_trajectory_knn,lift,lift,1,1,0.00000,0.59110,0.40890,0,success,seen,0.93902,1.00928,1.06408,0.20742,0.05357,0.00812,mug,0.42380
seen_morphology_clean,0,40,raw_trajectory_knn,place,place,1,1,0.24603,0.82124,0.17876,0,success,seen,0.98045,0.96054,0.97344,0.08883,0.03470,0.00666,cup_to_bowl,0.44856
seen_morphology_clean,0,41,raw_trajectory_knn,handoff,handoff,1,1,0.14808,0.62335,0.37665,0,success,seen,1.03358,0.98612,1.09928,0.18872,0.05555,0.00962,tool_handoff,0.38454
seen_morphology_clean,0,0,body_normalized_knn,push,push,1,1,0.08122,0.59283,0.40717,0,success,seen,1.00082,1.03978,0.88826,0.22087,0.04308,0.01144,cart,0.46813
seen_morphology_clean,0,1,body_normalized_knn,pull,pull,1,1,0.00994,0.61535,0.38465,0,success,seen,1.04488,1.05827,1.03333,0.16037,0.04815,0.00992,tethered_box,0.44592
seen_morphology_clean,0,2,body_normalized_knn,rotate,pull,0,0,1.76154,0.81073,0.81073,0,wrong_intent,seen,1.00070,1.00777,0.87232,0.19756,0.02739,0.01020,jar_lid,0.52617
seen_morphology_clean,0,3,body_normalized_knn,lift,lift,1,1,0.00000,0.83544,0.16456,0,success,seen,0.98255,0.98911,1.09795,0.16642,0.00988,0.00929,mug,0.37380
seen_morphology_clean,0,4,body_normalized_knn,place,place,1,1,0.43990,1.00000,0.00000,0,success,seen,1.03536,1.02523,1.06831,0.23057,0.00007,0.00970,peg_to_slot,0.43537
seen_morphology_clean,0,5,body_normalized_knn,handoff,handoff,1,1,0.04384,1.00000,0.00000,0,success,seen,1.02838,0.98240,0.89690,0.18419,0.01244,0.00675,tool_handoff,0.47999
seen_morphology_clean,0,6,body_normalized_knn,push,push,1,1,0.19964,0.80220,0.19780,0,success,seen,1.01518,0.97498,0.95412,0.18108,0.01858,0.00648,sliding_box,0.48090
seen_morphology_clean,0,7,body_normalized_knn,pull,pull,1,1,0.18276,0.61724,0.38276,0,success,seen,1.06498,1.01220,1.01101,0.19732,0.03125,0.00885,tethered_box,0.44196
seen_morphology_clean,0,8,body_normalized_knn,rotate,push,0,0,0.88263,0.52362,0.52362,0,wrong_intent,seen,0.92640,0.96329,1.11456,0.18174,0.03300,0.00597,knob,0.38910
seen_morphology_clean,0,9,body_normalized_knn,lift,lift,1,1,0.00000,1.00000,0.00000,0,success,seen,0.99264,1.00198,0.98430,0.14291,0.01437,0.00826,tool,0.42904
seen_morphology_clean,0,10,body_normalized_knn,place,place,1,1,0.14180,0.81034,0.18966,0,success,seen,0.93936,1.01087,1.06378,0.16702,0.00315,0.00933,cup_to_bowl,0.44026
seen_morphology_clean,0,11,body_normalized_knn,handoff,handoff,1,1,0.16273,0.60469,0.39531,0,success,seen,1.07206,1.00873,0.85645,0.24066,0.04181,0.01032,tool_handoff,0.50365
seen_morphology_clean,0,12,body_normalized_knn,push,rotate,0,0,1.81184,0.59935,0.59935,0,wrong_intent,seen,1.02012,0.99521,0.87625,0.15781,0.00586,0.00489,box,0.52217
seen_morphology_clean,0,13,body_normalized_knn,pull,pull,1,1,0.14596,0.82139,0.17861,0,success,seen,1.08068,1.03443,0.90008,0.20364,0.04591,0.00745,tethered_box,0.48473
seen_morphology_clean,0,14,body_normalized_knn,rotate,rotate,1,0,1.00643,0.81769,0.18231,0,bad_action_parameter,seen,1.17872,0.98355,0.90172,0.19927,0.04123,0.00616,jar_lid,0.47490
seen_morphology_clean,0,15,body_normalized_knn,lift,lift,1,1,0.00000,1.00000,0.00000,0,success,seen,1.10930,1.02407,1.04058,0.12738,0.04630,0.00910,block,0.43164
seen_morphology_clean,0,16,body_normalized_knn,place,place,1,1,0.07926,1.00000,0.00000,0,success,seen,1.00093,0.96887,0.95482,0.24328,0.03335,0.00451,block_to_bin,0.48593
seen_morphology_clean,0,17,body_normalized_knn,handoff,handoff,1,1,0.43742,0.83583,0.16417,0,success,seen,1.04645,0.96036,0.92829,0.11207,0.02628,0.00654,tool_handoff,0.47127
seen_morphology_clean,0,18,body_normalized_knn,push,push,1,1,0.08182,0.57692,0.42308,0,success,seen,0.93358,1.08013,0.94517,0.28774,0.04493,0.00641,cart,0.48672
seen_morphology_clean,0,19,body_normalized_knn,pull,pull,1,1,0.07102,0.61613,0.38387,0,success,seen,1.04394,0.94703,1.07372,0.17619,0.02564,0.00545,sliding_tray,0.43099
seen_morphology_clean,0,20,body_normalized_knn,rotate,rotate,1,1,0.15482,0.62179,0.37821,0,success,seen,1.06337,1.02688,1.11009,0.14333,0.00945,0.00919,knob,0.38975
seen_morphology_clean,0,21,body_normalized_knn,lift,lift,1,1,0.00000,1.00000,0.00000,0,success,seen,0.96875,1.01222,1.06397,0.24783,0.05219,0.00853,block,0.42673
seen_morphology_clean,0,22,body_normalized_knn,place,place,1,1,0.28759,1.00000,0.00000,0,success,seen,0.93619,0.99438,0.95685,0.12665,0.03437,0.00969,peg_to_slot,0.47254
seen_morphology_clean,0,23,body_normalized_knn,handoff,handoff,1,1,0.18954,1.00000,0.00000,0,success,seen,1.02548,1.04298,0.99022,0.15845,0.02397,0.00953,tool_handoff,0.43137
seen_morphology_clean,0,24,body_normalized_knn,push,push,1,1,0.01493,0.65400,0.34600,0,success,seen,1.05074,1.02847,1.01255,0.13406,0.01459,0.00530,sliding_box,0.43357
seen_morphology_clean,0,25,body_normalized_knn,pull,pull,1,1,0.29116,0.59622,0.40378,0,success,seen,0.99390,1.01302,1.04955,0.25303,0.01307,0.00447,tethered_box,0.43503
seen_morphology_clean,0,26,body_normalized_knn,rotate,rotate,1,0,1.00593,0.66820,0.33180,0,bad_action_parameter,seen,1.00334,0.99064,1.03044,0.16324,0.00761,0.00732,valve,0.43327
seen_morphology_clean,0,27,body_normalized_knn,lift,lift,1,1,0.00000,0.83569,0.16431,0,success,seen,1.11132,1.05422,0.90409,0.23757,0.02023,0.00779,tool,0.47508
seen_morphology_clean,0,28,body_normalized_knn,place,place,1,0,0.89186,1.00000,0.00000,0,bad_action_parameter,seen,0.91836,1.00481,0.91704,0.21066,0.01825,0.01043,cup_to_bowl,0.47784
seen_morphology_clean,0,29,body_normalized_knn,handoff,handoff,1,1,0.03582,1.00000,0.00000,0,success,seen,0.99595,0.95324,1.07358,0.25848,0.02131,0.00951,tool_handoff,0.38744
seen_morphology_clean,0,30,body_normalized_knn,push,rotate,0,0,1.63008,0.59486,0.59486,0,wrong_intent,seen,0.94365,1.00586,1.02149,0.16175,0.02818,0.01166,sliding_box,0.44082
seen_morphology_clean,0,31,body_normalized_knn,pull,rotate,0,0,0.44414,0.40274,0.40274,0,wrong_intent,seen,1.02665,0.97313,0.91391,0.22280,0.05648,0.01147,sliding_tray,0.46147
seen_morphology_clean,0,32,body_normalized_knn,rotate,place,0,0,0.42680,0.38958,0.38958,0,wrong_intent,seen,0.96870,0.97155,1.10429,0.15770,0.05605,0.00822,knob,0.38609
seen_morphology_clean,0,33,body_normalized_knn,lift,lift,1,1,0.00000,0.62980,0.37020,0,success,seen,1.03270,0.96185,0.91420,0.25403,0.02388,0.01002,mug,0.48236
seen_morphology_clean,0,34,body_normalized_knn,place,place,1,1,0.09741,0.62796,0.37204,0,success,seen,0.95310,0.94062,0.92661,0.19931,0.01639,0.00445,peg_to_slot,0.47574
seen_morphology_clean,0,35,body_normalized_knn,handoff,handoff,1,1,0.07144,1.00000,0.00000,0,success,seen,0.94000,0.94530,0.91528,0.10105,0.03091,0.01148,cup_handoff,0.47021
seen_morphology_clean,0,36,body_normalized_knn,push,push,1,1,0.13332,0.61525,0.38475,0,success,seen,1.12583,1.03265,0.83809,0.21972,0.02972,0.00425,box,0.52806
seen_morphology_clean,0,37,body_normalized_knn,pull,pull,1,1,0.16067,1.00000,0.00000,0,success,seen,1.06870,1.02755,0.95622,0.24782,0.04176,0.00522,sliding_tray,0.47366
seen_morphology_clean,0,38,body_normalized_knn,rotate,rotate,1,1,0.01198,0.58036,0.41964,0,success,seen,0.97630,1.00995,1.01615,0.10755,0.01100,0.01148,jar_lid,0.42371
seen_morphology_clean,0,39,body_normalized_knn,lift,lift,1,1,0.00000,1.00000,0.00000,0,success,seen,0.93902,1.00928,1.06408,0.20742,0.05357,0.00812,mug,0.42380
seen_morphology_clean,0,40,body_normalized_knn,place,place,1,1,0.03338,1.00000,0.00000,0,success,seen,0.98045,0.96054,0.97344,0.08883,0.03470,0.00666,cup_to_bowl,0.44856
seen_morphology_clean,0,41,body_normalized_knn,handoff,handoff,1,0,1.45474,1.00000,0.00000,0,bad_action_parameter,seen,1.03358,0.98612,1.09928,0.18872,0.05555,0.00962,tool_handoff,0.38454
seen_morphology_clean,0,0,velocity_contact_classifier,push,pull,0,0,0.80196,0.78242,0.78242,0,wrong_intent,seen,1.00082,1.03978,0.88826,0.22087,0.04308,0.01144,cart,0.46813
seen_morphology_clean,0,1,velocity_contact_classifier,pull,pull,1,0,1.82834,0.80420,0.19580,0,bad_action_parameter,seen,1.04488,1.05827,1.03333,0.16037,0.04815,0.00992,tethered_box,0.44592
seen_morphology_clean,0,2,velocity_contact_classifier,rotate,rotate,1,1,0.02688,0.76453,0.23547,0,success,seen,1.00070,1.00777,0.87232,0.19756,0.02739,0.01020,jar_lid,0.52617
seen_morphology_clean,0,3,velocity_contact_classifier,lift,lift,1,1,0.00000,0.88661,0.11339,0,success,seen,0.98255,0.98911,1.09795,0.16642,0.00988,0.00929,mug,0.37380
seen_morphology_clean,0,4,velocity_contact_classifier,place,place,1,1,0.45000,0.84123,0.15877,0,success,seen,1.03536,1.02523,1.06831,0.23057,0.00007,0.00970,peg_to_slot,0.43537
seen_morphology_clean,0,5,velocity_contact_classifier,handoff,handoff,1,0,0.64358,0.95397,0.04603,0,bad_action_parameter,seen,1.02838,0.98240,0.89690,0.18419,0.01244,0.00675,tool_handoff,0.47999
seen_morphology_clean,0,6,velocity_contact_classifier,push,push,1,0,0.82057,0.76074,0.23926,0,bad_action_parameter,seen,1.01518,0.97498,0.95412,0.18108,0.01858,0.00648,sliding_box,0.48090
seen_morphology_clean,0,7,velocity_contact_classifier,pull,pull,1,0,0.46566,0.80981,0.19019,0,bad_action_parameter,seen,1.06498,1.01220,1.01101,0.19732,0.03125,0.00885,tethered_box,0.44196
seen_morphology_clean,0,8,velocity_contact_classifier,rotate,rotate,1,0,1.09396,0.75474,0.24526,0,bad_action_parameter,seen,0.92640,0.96329,1.11456,0.18174,0.03300,0.00597,knob,0.38910
seen_morphology_clean,0,9,velocity_contact_classifier,lift,lift,1,1,0.00000,0.90974,0.09026,0,success,seen,0.99264,1.00198,0.98430,0.14291,0.01437,0.00826,tool,0.42904
seen_morphology_clean,0,10,velocity_contact_classifier,place,place,1,1,0.29125,0.93427,0.06573,0,success,seen,0.93936,1.01087,1.06378,0.16702,0.00315,0.00933,cup_to_bowl,0.44026
seen_morphology_clean,0,11,velocity_contact_classifier,handoff,handoff,1,0,0.52935,0.85411,0.14589,0,bad_action_parameter,seen,1.07206,1.00873,0.85645,0.24066,0.04181,0.01032,tool_handoff,0.50365
seen_morphology_clean,0,12,velocity_contact_classifier,push,push,1,0,1.12638,0.79247,0.20753,0,bad_action_parameter,seen,1.02012,0.99521,0.87625,0.15781,0.00586,0.00489,box,0.52217
seen_morphology_clean,0,13,velocity_contact_classifier,pull,pull,1,0,1.64025,0.77744,0.22256,0,bad_action_parameter,seen,1.08068,1.03443,0.90008,0.20364,0.04591,0.00745,tethered_box,0.48473
seen_morphology_clean,0,14,velocity_contact_classifier,rotate,pull,0,0,1.93943,0.80959,0.80959,0,wrong_intent,seen,1.17872,0.98355,0.90172,0.19927,0.04123,0.00616,jar_lid,0.47490
seen_morphology_clean,0,15,velocity_contact_classifier,lift,lift,1,1,0.00000,0.90258,0.09742,0,success,seen,1.10930,1.02407,1.04058,0.12738,0.04630,0.00910,block,0.43164
seen_morphology_clean,0,16,velocity_contact_classifier,place,place,1,0,1.20495,0.86122,0.13878,0,bad_action_parameter,seen,1.00093,0.96887,0.95482,0.24328,0.03335,0.00451,block_to_bin,0.48593
seen_morphology_clean,0,17,velocity_contact_classifier,handoff,handoff,1,1,0.07822,0.91655,0.08345,0,success,seen,1.04645,0.96036,0.92829,0.11207,0.02628,0.00654,tool_handoff,0.47127
seen_morphology_clean,0,18,velocity_contact_classifier,push,pull,0,0,0.84627,0.77624,0.77624,0,wrong_intent,seen,0.93358,1.08013,0.94517,0.28774,0.04493,0.00641,cart,0.48672
seen_morphology_clean,0,19,velocity_contact_classifier,pull,pull,1,0,0.61632,0.77600,0.22400,0,bad_action_parameter,seen,1.04394,0.94703,1.07372,0.17619,0.02564,0.00545,sliding_tray,0.43099
seen_morphology_clean,0,20,velocity_contact_classifier,rotate,rotate,1,1,0.15865,0.75101,0.24899,0,success,seen,1.06337,1.02688,1.11009,0.14333,0.00945,0.00919,knob,0.38975
seen_morphology_clean,0,21,velocity_contact_classifier,lift,lift,1,1,0.00000,0.86604,0.13396,0,success,seen,0.96875,1.01222,1.06397,0.24783,0.05219,0.00853,block,0.42673
seen_morphology_clean,0,22,velocity_contact_classifier,place,place,1,1,0.31521,0.78771,0.21229,0,success,seen,0.93619,0.99438,0.95685,0.12665,0.03437,0.00969,peg_to_slot,0.47254
seen_morphology_clean,0,23,velocity_contact_classifier,handoff,handoff,1,1,0.06114,0.96698,0.03302,0,success,seen,1.02548,1.04298,0.99022,0.15845,0.02397,0.00953,tool_handoff,0.43137
seen_morphology_clean,0,24,velocity_contact_classifier,push,pull,0,0,0.86231,0.75901,0.75901,0,wrong_intent,seen,1.05074,1.02847,1.01255,0.13406,0.01459,0.00530,sliding_box,0.43357
seen_morphology_clean,0,25,velocity_contact_classifier,pull,push,0,0,1.02735,0.76423,0.76423,0,wrong_intent,seen,0.99390,1.01302,1.04955,0.25303,0.01307,0.00447,tethered_box,0.43503
seen_morphology_clean,0,26,velocity_contact_classifier,rotate,pull,0,0,1.93928,0.77163,0.77163,0,wrong_intent,seen,1.00334,0.99064,1.03044,0.16324,0.00761,0.00732,valve,0.43327
seen_morphology_clean,0,27,velocity_contact_classifier,lift,lift,1,1,0.00000,0.89082,0.10918,0,success,seen,1.11132,1.05422,0.90409,0.23757,0.02023,0.00779,tool,0.47508
seen_morphology_clean,0,28,velocity_contact_classifier,place,place,1,1,0.43781,0.93213,0.06787,0,success,seen,0.91836,1.00481,0.91704,0.21066,0.01825,0.01043,cup_to_bowl,0.47784
seen_morphology_clean,0,29,velocity_contact_classifier,handoff,handoff,1,0,0.70308,0.93425,0.06575,0,bad_action_parameter,seen,0.99595,0.95324,1.07358,0.25848,0.02131,0.00951,tool_handoff,0.38744
seen_morphology_clean,0,30,velocity_contact_classifier,push,push,1,0,0.94695,0.76757,0.23243,0,bad_action_parameter,seen,0.94365,1.00586,1.02149,0.16175,0.02818,0.01166,sliding_box,0.44082
seen_morphology_clean,0,31,velocity_contact_classifier,pull,rotate,0,0,0.52171,0.76021,0.76021,0,wrong_intent,seen,1.02665,0.97313,0.91391,0.22280,0.05648,0.01147,sliding_tray,0.46147
seen_morphology_clean,0,32,velocity_contact_classifier,rotate,rotate,1,1,0.13891,0.78241,0.21759,0,success,seen,0.96870,0.97155,1.10429,0.15770,0.05605,0.00822,knob,0.38609
seen_morphology_clean,0,33,velocity_contact_classifier,lift,lift,1,1,0.00000,0.91343,0.08657,0,success,seen,1.03270,0.96185,0.91420,0.25403,0.02388,0.01002,mug,0.48236
seen_morphology_clean,0,34,velocity_contact_classifier,place,place,1,0,1.05165,0.83046,0.16954,0,bad_action_parameter,seen,0.95310,0.94062,0.92661,0.19931,0.01639,0.00445,peg_to_slot,0.47574
seen_morphology_clean,0,35,velocity_contact_classifier,handoff,handoff,1,1,0.40361,0.83430,0.16570,0,success,seen,0.94000,0.94530,0.91528,0.10105,0.03091,0.01148,cup_handoff,0.47021
seen_morphology_clean,0,36,velocity_contact_classifier,push,pull,0,0,1.91203,0.77733,0.77733,0,wrong_intent,seen,1.12583,1.03265,0.83809,0.21972,0.02972,0.00425,box,0.52806
seen_morphology_clean,0,37,velocity_contact_classifier,pull,pull,1,0,0.92876,0.76462,0.23538,0,bad_action_parameter,seen,1.06870,1.02755,0.95622,0.24782,0.04176,0.00522,sliding_tray,0.47366
seen_morphology_clean,0,38,velocity_contact_classifier,rotate,pull,0,0,1.93871,0.75529,0.75529,0,wrong_intent,seen,0.97630,1.00995,1.01615,0.10755,0.01100,0.01148,jar_lid,0.42371
seen_morphology_clean,0,39,velocity_contact_classifier,lift,lift,1,1,0.00000,0.94353,0.05647,0,success,seen,0.93902,1.00928,1.06408,0.20742,0.05357,0.00812,mug,0.42380
seen_morphology_clean,0,40,velocity_contact_classifier,place,place,1,0,0.88415,0.91197,0.08803,0,bad_action_parameter,seen,0.98045,0.96054,0.97344,0.08883,0.03470,0.00666,cup_to_bowl,0.44856
seen_morphology_clean,0,41,velocity_contact_classifier,handoff,handoff,1,0,0.86199,0.83627,0.16373,0,bad_action_parameter,seen,1.03358,0.98612,1.09928,0.18872,0.05555,0.00962,tool_handoff,0.38454
seen_morphology_clean,0,0,object_affordance_classifier,push,push,1,1,0.27107,0.76999,0.23001,0,success,seen,1.00082,1.03978,0.88826,0.22087,0.04308,0.01144,cart,0.46813
seen_morphology_clean,0,1,object_affordance_classifier,pull,push,0,0,0.27787,0.77125,0.77125,0,wrong_intent,seen,1.04488,1.05827,1.03333,0.16037,0.04815,0.00992,tethered_box,0.44592
seen_morphology_clean,0,2,object_affordance_classifier,rotate,rotate,1,1,0.01721,0.93573,0.06427,0,success,seen,1.00070,1.00777,0.87232,0.19756,0.02739,0.01020,jar_lid,0.52617
seen_morphology_clean,0,3,object_affordance_classifier,lift,lift,1,1,0.00000,0.96244,0.03756,0,success,seen,0.98255,0.98911,1.09795,0.16642,0.00988,0.00929,mug,0.37380
seen_morphology_clean,0,4,object_affordance_classifier,place,place,1,1,0.25677,0.98012,0.01988,0,success,seen,1.03536,1.02523,1.06831,0.23057,0.00007,0.00970,peg_to_slot,0.43537
seen_morphology_clean,0,5,object_affordance_classifier,handoff,handoff,1,1,0.40088,0.97470,0.02530,0,success,seen,1.02838,0.98240,0.89690,0.18419,0.01244,0.00675,tool_handoff,0.47999
seen_morphology_clean,0,6,object_affordance_classifier,push,push,1,1,0.17638,0.76653,0.23347,0,success,seen,1.01518,0.97498,0.95412,0.18108,0.01858,0.00648,sliding_box,0.48090
seen_morphology_clean,0,7,object_affordance_classifier,pull,push,0,0,0.28826,0.76021,0.76021,0,wrong_intent,seen,1.06498,1.01220,1.01101,0.19732,0.03125,0.00885,tethered_box,0.44196
seen_morphology_clean,0,8,object_affordance_classifier,rotate,rotate,1,1,0.05626,0.91804,0.08196,0,success,seen,0.92640,0.96329,1.11456,0.18174,0.03300,0.00597,knob,0.38910
seen_morphology_clean,0,9,object_affordance_classifier,lift,lift,1,1,0.00000,0.98638,0.01362,0,success,seen,0.99264,1.00198,0.98430,0.14291,0.01437,0.00826,tool,0.42904
seen_morphology_clean,0,10,object_affordance_classifier,place,place,1,1,0.16731,0.98036,0.01964,0,success,seen,0.93936,1.01087,1.06378,0.16702,0.00315,0.00933,cup_to_bowl,0.44026
seen_morphology_clean,0,11,object_affordance_classifier,handoff,handoff,1,1,0.34290,0.96062,0.03938,0,success,seen,1.07206,1.00873,0.85645,0.24066,0.04181,0.01032,tool_handoff,0.50365
seen_morphology_clean,0,12,object_affordance_classifier,push,push,1,1,0.26001,0.76091,0.23909,0,success,seen,1.02012,0.99521,0.87625,0.15781,0.00586,0.00489,box,0.52217
